mp_id,tool_record_json,raw_output,model,experiment,ts,gt_json,refusal,parse_fail,schema_fail,value_mismatch,constraint_violation,is_correct
mp-16922,"{""material_id"": ""mp-16922"", ""band_gap"": 0.3248, ""formation_energy_per_atom"": -0.962356391249998, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-16922"",
  ""band_gap_eV"": 0.3248,
  ""formation_energy_per_atom_eV"": -0.962356391249998,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630116.376229,"{""material_id"": ""mp-16922"", ""band_gap_eV"": 0.3248, ""formation_energy_per_atom_eV"": -0.962356391249998, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-624,"{""material_id"": ""mp-624"", ""band_gap"": 2.6454, ""formation_energy_per_atom"": -0.209188941071428, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-624"",
  ""band_gap_eV"": 2.6454,
  ""formation_energy_per_atom_eV"": -0.209188941071428,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630117.798618,"{""material_id"": ""mp-624"", ""band_gap_eV"": 2.6454, ""formation_energy_per_atom_eV"": -0.209188941071428, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-22859,"{""material_id"": ""mp-22859"", ""band_gap"": 1.6513, ""formation_energy_per_atom"": -0.443566703750002, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-22859"",
  ""band_gap_eV"": 1.6513,
  ""formation_energy_per_atom_eV"": -0.443566703750002,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630119.14287,"{""material_id"": ""mp-22859"", ""band_gap_eV"": 1.6513, ""formation_energy_per_atom_eV"": -0.443566703750002, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-31050,"{""material_id"": ""mp-31050"", ""band_gap"": 3.6753, ""formation_energy_per_atom"": -0.30258604611111, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-31050"",
  ""band_gap_eV"": 3.6753,
  ""formation_energy_per_atom_eV"": -0.30258604611111,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630120.679168,"{""material_id"": ""mp-31050"", ""band_gap_eV"": 3.6753, ""formation_energy_per_atom_eV"": -0.30258604611111, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-541013,"{""material_id"": ""mp-541013"", ""band_gap"": 1.0859, ""formation_energy_per_atom"": -1.031189425666664, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-541013"",
  ""band_gap_eV"": 1.0859,
  ""formation_energy_per_atom_eV"": -1.031189425666664,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630122.215183,"{""material_id"": ""mp-541013"", ""band_gap_eV"": 1.0859, ""formation_energy_per_atom_eV"": -1.031189425666664, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-18536,"{""material_id"": ""mp-18536"", ""band_gap"": 0.208499999999999, ""formation_energy_per_atom"": -1.128947433749999, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-18536"",
  ""band_gap_eV"": 0.2085,
  ""formation_energy_per_atom_eV"": -1.12894743375,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630123.649127,"{""material_id"": ""mp-18536"", ""band_gap_eV"": 0.208499999999999, ""formation_energy_per_atom_eV"": -1.128947433749999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-200,"{""material_id"": ""mp-200"", ""band_gap"": 0.861699999999999, ""formation_energy_per_atom"": -0.514802012604166, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-200"",
  ""band_gap_eV"": 0.8617,
  ""formation_energy_per_atom_eV"": -0.5148,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630125.079058,"{""material_id"": ""mp-200"", ""band_gap_eV"": 0.861699999999999, ""formation_energy_per_atom_eV"": -0.514802012604166, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,True,False,False
mp-23261,"{""material_id"": ""mp-23261"", ""band_gap"": 2.7278, ""formation_energy_per_atom"": -0.7564620653571411, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-23261"",
  ""band_gap_eV"": 2.7278,
  ""formation_energy_per_atom_eV"": -0.7564620653571411,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630126.6181078,"{""material_id"": ""mp-23261"", ""band_gap_eV"": 2.7278, ""formation_energy_per_atom_eV"": -0.7564620653571411, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-7440,"{""material_id"": ""mp-7440"", ""band_gap"": 0.8684000000000001, ""formation_energy_per_atom"": -0.499863119613094, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-7440"",
  ""band_gap_eV"": 0.8684,
  ""formation_energy_per_atom_eV"": -0.499863119613094,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630128.085726,"{""material_id"": ""mp-7440"", ""band_gap_eV"": 0.8684000000000001, ""formation_energy_per_atom_eV"": -0.499863119613094, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-569867,"{""material_id"": ""mp-569867"", ""band_gap"": 0.378, ""formation_energy_per_atom"": -0.7546754528571421, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-569867"",
  ""band_gap_eV"": 0.378,
  ""formation_energy_per_atom_eV"": -0.7546754528571421,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630129.483001,"{""material_id"": ""mp-569867"", ""band_gap_eV"": 0.378, ""formation_energy_per_atom_eV"": -0.7546754528571421, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-1205852,"{""material_id"": ""mp-1205852"", ""band_gap"": 0.8523000000000001, ""formation_energy_per_atom"": -2.094997655499997, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1205852"",
  ""band_gap_eV"": 0.8523,
  ""formation_energy_per_atom_eV"": -2.095,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630131.124204,"{""material_id"": ""mp-1205852"", ""band_gap_eV"": 0.8523000000000001, ""formation_energy_per_atom_eV"": -2.094997655499997, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,True,False,False
mp-28483,"{""material_id"": ""mp-28483"", ""band_gap"": 1.069899999999999, ""formation_energy_per_atom"": -0.9345107228571432, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-28483"",
  ""band_gap_eV"": 1.0699,
  ""formation_energy_per_atom_eV"": -0.9345107228571432,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630132.7625952,"{""material_id"": ""mp-28483"", ""band_gap_eV"": 1.069899999999999, ""formation_energy_per_atom_eV"": -0.9345107228571432, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-561664,"{""material_id"": ""mp-561664"", ""band_gap"": 4.0186, ""formation_energy_per_atom"": -2.216336207, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-561664"",
  ""band_gap_eV"": 4.0186,
  ""formation_energy_per_atom_eV"": -2.216336207,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630134.401404,"{""material_id"": ""mp-561664"", ""band_gap_eV"": 4.0186, ""formation_energy_per_atom_eV"": -2.216336207, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-27871,"{""material_id"": ""mp-27871"", ""band_gap"": 1.2584, ""formation_energy_per_atom"": -0.8457965725000001, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-27871"",
  ""band_gap_eV"": 1.2584,
  ""formation_energy_per_atom_eV"": -0.8457965725,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630135.8348732,"{""material_id"": ""mp-27871"", ""band_gap_eV"": 1.2584, ""formation_energy_per_atom_eV"": -0.8457965725000001, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-680339,"{""material_id"": ""mp-680339"", ""band_gap"": 0.755599999999999, ""formation_energy_per_atom"": -0.28327900617555, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-680339"",
  ""band_gap_eV"": 0.7556,
  ""formation_energy_per_atom_eV"": -0.28327900617555,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630137.192437,"{""material_id"": ""mp-680339"", ""band_gap_eV"": 0.755599999999999, ""formation_energy_per_atom_eV"": -0.28327900617555, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-582753,"{""material_id"": ""mp-582753"", ""band_gap"": 0.8007000000000001, ""formation_energy_per_atom"": -0.434993182323239, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-582753"",
  ""band_gap_eV"": 0.8007,
  ""formation_energy_per_atom_eV"": -0.434993182323239,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630138.805268,"{""material_id"": ""mp-582753"", ""band_gap_eV"": 0.8007000000000001, ""formation_energy_per_atom_eV"": -0.434993182323239, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-30092,"{""material_id"": ""mp-30092"", ""band_gap"": 3.4576, ""formation_energy_per_atom"": -1.725360933333334, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-30092"",
  ""band_gap_eV"": 3.4576,
  ""formation_energy_per_atom_eV"": -1.725360933333334,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630140.442681,"{""material_id"": ""mp-30092"", ""band_gap_eV"": 3.4576, ""formation_energy_per_atom_eV"": -1.725360933333334, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-27161,"{""material_id"": ""mp-27161"", ""band_gap"": 2.9118, ""formation_energy_per_atom"": -0.8721765856249991, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-27161"",
  ""band_gap_eV"": 2.9118,
  ""formation_energy_per_atom_eV"": -0.8721765856249991,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630141.968671,"{""material_id"": ""mp-27161"", ""band_gap_eV"": 2.9118, ""formation_energy_per_atom_eV"": -0.8721765856249991, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-1018138,"{""material_id"": ""mp-1018138"", ""band_gap"": 1.037, ""formation_energy_per_atom"": -0.7411700000000001, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1018138"",
  ""band_gap_eV"": 1.037,
  ""formation_energy_per_atom_eV"": -0.7411700000000001,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630143.511567,"{""material_id"": ""mp-1018138"", ""band_gap_eV"": 1.037, ""formation_energy_per_atom_eV"": -0.7411700000000001, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-23155,"{""material_id"": ""mp-23155"", ""band_gap"": 8.5132, ""formation_energy_per_atom"": 0.0, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-23155"",
  ""band_gap_eV"": 8.5132,
  ""formation_energy_per_atom_eV"": 0.0,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630144.9186869,"{""material_id"": ""mp-23155"", ""band_gap_eV"": 8.5132, ""formation_energy_per_atom_eV"": 0.0, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-1197742,"{""material_id"": ""mp-1197742"", ""band_gap"": 0.8515, ""formation_energy_per_atom"": -0.327354584285715, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1197742"",
  ""band_gap_eV"": 0.8515,
  ""formation_energy_per_atom_eV"": -0.327354584285715,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630146.383497,"{""material_id"": ""mp-1197742"", ""band_gap_eV"": 0.8515, ""formation_energy_per_atom_eV"": -0.327354584285715, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-647579,"{""material_id"": ""mp-647579"", ""band_gap"": 3.2214, ""formation_energy_per_atom"": -1.267659339375001, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-647579"",
  ""band_gap_eV"": 3.2214,
  ""formation_energy_per_atom_eV"": -1.267659339375001,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630147.91553,"{""material_id"": ""mp-647579"", ""band_gap_eV"": 3.2214, ""formation_energy_per_atom_eV"": -1.267659339375001, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-15649,"{""material_id"": ""mp-15649"", ""band_gap"": 0.8155000000000001, ""formation_energy_per_atom"": -0.571072849166668, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-15649"",
  ""band_gap_eV"": 0.8155,
  ""formation_energy_per_atom_eV"": -0.571072849166668,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630149.147262,"{""material_id"": ""mp-15649"", ""band_gap_eV"": 0.8155000000000001, ""formation_energy_per_atom_eV"": -0.571072849166668, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-557993,"{""material_id"": ""mp-557993"", ""band_gap"": 1.1596, ""formation_energy_per_atom"": -1.459764126666667, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-557993"",
  ""band_gap_eV"": 1.1596,
  ""formation_energy_per_atom_eV"": -1.459764126666667,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630150.56478,"{""material_id"": ""mp-557993"", ""band_gap_eV"": 1.1596, ""formation_energy_per_atom_eV"": -1.459764126666667, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-7904,"{""material_id"": ""mp-7904"", ""band_gap"": 0.6551, ""formation_energy_per_atom"": -0.120742532380951, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-7904"",
  ""band_gap_eV"": 0.6551,
  ""formation_energy_per_atom_eV"": -0.120742532380951,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630152.118698,"{""material_id"": ""mp-7904"", ""band_gap_eV"": 0.6551, ""formation_energy_per_atom_eV"": -0.120742532380951, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-570738,"{""material_id"": ""mp-570738"", ""band_gap"": 2.4744, ""formation_energy_per_atom"": -0.727731253611111, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-570738"",
  ""band_gap_eV"": 2.4744,
  ""formation_energy_per_atom_eV"": -0.727731253611111,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630153.5517,"{""material_id"": ""mp-570738"", ""band_gap_eV"": 2.4744, ""formation_energy_per_atom_eV"": -0.727731253611111, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-628742,"{""material_id"": ""mp-628742"", ""band_gap"": 0.5845, ""formation_energy_per_atom"": -0.486485566153847, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-628742"",
  ""band_gap_eV"": 0.5845,
  ""formation_energy_per_atom_eV"": -0.486485566153847,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630154.984886,"{""material_id"": ""mp-628742"", ""band_gap_eV"": 0.5845, ""formation_energy_per_atom_eV"": -0.486485566153847, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-1204356,"{""material_id"": ""mp-1204356"", ""band_gap"": 1.8389, ""formation_energy_per_atom"": -0.305946444868422, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1204356"",
  ""band_gap_eV"": 1.8389,
  ""formation_energy_per_atom_eV"": -0.305946444868422,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630156.6216471,"{""material_id"": ""mp-1204356"", ""band_gap_eV"": 1.8389, ""formation_energy_per_atom_eV"": -0.305946444868422, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-7262,"{""material_id"": ""mp-7262"", ""band_gap"": 0.224099999999999, ""formation_energy_per_atom"": -0.148990749583333, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-7262"",
  ""band_gap_eV"": 0.2241,
  ""formation_energy_per_atom_eV"": -0.149,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630158.059272,"{""material_id"": ""mp-7262"", ""band_gap_eV"": 0.224099999999999, ""formation_energy_per_atom_eV"": -0.148990749583333, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,True,False,False
mp-28879,"{""material_id"": ""mp-28879"", ""band_gap"": 1.1418, ""formation_energy_per_atom"": -1.057331754908424, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-28879"",
  ""band_gap_eV"": 1.1418,
  ""formation_energy_per_atom_eV"": -1.057331754908424,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630159.6956558,"{""material_id"": ""mp-28879"", ""band_gap_eV"": 1.1418, ""formation_energy_per_atom_eV"": -1.057331754908424, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-27684,"{""material_id"": ""mp-27684"", ""band_gap"": 1.099199999999999, ""formation_energy_per_atom"": -0.932556454761906, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-27684"",
  ""band_gap_eV"": 1.0992,
  ""formation_energy_per_atom_eV"": -0.932556454761906,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630161.3333771,"{""material_id"": ""mp-27684"", ""band_gap_eV"": 1.099199999999999, ""formation_energy_per_atom_eV"": -0.932556454761906, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-541404,"{""material_id"": ""mp-541404"", ""band_gap"": 0.7584000000000001, ""formation_energy_per_atom"": -2.522468176666668, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-541404"",
  ""band_gap_eV"": 0.7584,
  ""formation_energy_per_atom_eV"": -2.522468176666668,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630162.865946,"{""material_id"": ""mp-541404"", ""band_gap_eV"": 0.7584000000000001, ""formation_energy_per_atom_eV"": -2.522468176666668, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-1391848,"{""material_id"": ""mp-1391848"", ""band_gap"": 2.0863, ""formation_energy_per_atom"": -2.063723397142856, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1391848"",
  ""band_gap_eV"": 2.0863,
  ""formation_energy_per_atom_eV"": -2.063723397142856,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630164.358995,"{""material_id"": ""mp-1391848"", ""band_gap_eV"": 2.0863, ""formation_energy_per_atom_eV"": -2.063723397142856, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
