mp_id,raw_output,model,experiment,ts
mp-30520,"```json
{
  ""material_id"": ""mp-30520"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.1760511,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627714.990067
mp-23221,"```json
{
  ""material_id"": ""mp-23221"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.139775,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627716.425345
mp-149,"```json
{
  ""material_id"": ""mp-149"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.011805365,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627717.8070002
mp-1863,"```json
{
  ""material_id"": ""mp-1863"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.022413145,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627719.137764
mp-1524446,"```json
{
  ""material_id"": ""mp-1524446"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.2457,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627720.616419
mp-730101,"```json
{
  ""material_id"": ""mp-730101"",
  ""band_gap_eV"": 2.675,
  ""formation_energy_per_atom_eV"": -0.153,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.002244,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627722.2551649
mp-31049,"```json
{
  ""material_id"": ""mp-31049"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0339,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627723.640996
mp-573812,"```json
{
  ""material_id"": ""mp-573812"",
  ""band_gap_eV"": 0.14,
  ""formation_energy_per_atom_eV"": -0.019,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.00003,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627725.225933
mp-1213805,"```json
{
  ""material_id"": ""mp-1213805"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.386506,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627726.653053
mp-7188,"```json
{
  ""material_id"": ""mp-7188"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0374918234,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627728.1287968
mp-680422,"```json
{
  ""material_id"": ""mp-680422"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0035369773148148147,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0001978247138888887,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627729.676041
mp-1683,"```json
{
  ""material_id"": ""mp-1683"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.026,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627731.165389
mp-1100,"```json
{
  ""material_id"": ""mp-1100"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.051,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627732.7011461
mp-11054,"```json
{
  ""material_id"": ""mp-11054"",
  ""band_gap_eV"": 1.876,
  ""formation_energy_per_atom_eV"": -0.295347826,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.004352174,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627734.2364259
mp-306,"```json
{
  ""material_id"": ""mp-306"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.025954396,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627735.682139
mp-1018040,"```json
{
  ""material_id"": ""mp-1018040"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.04596638,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627737.104836
mp-12957,"```json
{
  ""material_id"": ""mp-12957"",
  ""band_gap_eV"": 0.13,
  ""formation_energy_per_atom_eV"": -0.0744,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0001547,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627738.5532448
mp-8377,"```json
{
  ""material_id"": ""mp-8377"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.024441296,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627740.109291
mp-23933,"```json
{
  ""material_id"": ""mp-23933"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.01417677,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627741.608384
mp-13568,"```json
{
  ""material_id"": ""mp-13568"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.01076294,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627743.249986
mp-571442,"```json
{
  ""material_id"": ""mp-571442"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.19606774,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627744.748395
mp-1154,"```json
{
  ""material_id"": ""mp-1154"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.035294722,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627746.422077
mp-1524481,"```json
{
  ""material_id"": ""mp-1524481"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.062357,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627747.598681
mp-27972,"```json
{
  ""material_id"": ""mp-27972"",
  ""band_gap_eV"": 2.17,
  ""formation_energy_per_atom_eV"": -0.0979,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0115,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627748.9603782
mp-27153,"```json
{
  ""material_id"": ""mp-27153"",
  ""band_gap_eV"": 2.1034,
  ""formation_energy_per_atom_eV"": -0.0806,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0000,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627750.284101
mp-1524458,"```json
{
  ""material_id"": ""mp-1524458"",
  ""band_gap_eV"": 1.023,
  ""formation_energy_per_atom_eV"": -0.195,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627751.7942998
mp-634859,"```json
{
  ""material_id"": ""mp-634859"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0141,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627753.323688
mp-468,"```json
{
  ""material_id"": ""mp-468"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.00123,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 1e-6,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627754.83797
mp-559931,"```json
{
  ""material_id"": ""mp-559931"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0436,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627756.2395499
mp-1206891,"```json
{
  ""material_id"": ""mp-1206891"",
  ""band_gap_eV"": 1.74,
  ""formation_energy_per_atom_eV"": -0.0861,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0861,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627757.891619
mp-1095275,"```json
{
  ""material_id"": ""mp-1095275"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0419,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627759.530922
mp-1201,"```json
{
  ""material_id"": ""mp-1201"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.03796629,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627761.172377
mp-570437,"```json
{
  ""material_id"": ""mp-570437"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.166667,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627762.807383
mp-27358,"```json
{
  ""material_id"": ""mp-27358"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.09987,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627764.2726772
mp-754815,"```json
{
  ""material_id"": ""mp-754815"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.13263043,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627765.7792268
mp-568263,"```json
{
  ""material_id"": ""mp-568263"",
  ""band_gap_eV"": 2.69,
  ""formation_energy_per_atom_eV"": -0.058,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.00027,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627767.419258
mp-1025522,"```json
{
  ""material_id"": ""mp-1025522"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.067,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627768.750637
mp-571011,"```json
{
  ""material_id"": ""mp-571011"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.01011666,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627770.2912471
mp-28044,"```json
{
  ""material_id"": ""mp-28044"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.019795858,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627771.767074
mp-1217322,"```json
{
  ""material_id"": ""mp-1217322"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.03613824,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627773.257428
mp-541155,"```json
{
  ""material_id"": ""mp-541155"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.2346,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627774.792004
mp-19,"```json
{
  ""material_id"": ""mp-19"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.458329,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627776.1234748
mp-22885,"```json
{
  ""material_id"": ""mp-22885"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.1449384259259259,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627777.759986
mp-20652,"```json
{
  ""material_id"": ""mp-20652"",
  ""band_gap_eV"": 1.0984,
  ""formation_energy_per_atom_eV"": -0.0422,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0036,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627779.400434
mp-27857,"```json
{
  ""material_id"": ""mp-27857"",
  ""band_gap_eV"": 0.21,
  ""formation_energy_per_atom_eV"": -0.000005,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 5e-6,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627780.844401
mp-985829,"```json
{
  ""material_id"": ""mp-985829"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.01111861,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627782.342823
mp-30034,"```json
{
  ""material_id"": ""mp-30034"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.341181895,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627783.804418
mp-22881,"```json
{
  ""material_id"": ""mp-22881"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0007,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627785.550702
mp-32755,"```json
{
  ""material_id"": ""mp-32755"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.017666,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627787.183351
mp-2715,"```json
{
  ""material_id"": ""mp-2715"",
  ""band_gap_eV"": 2.3724,
  ""formation_energy_per_atom_eV"": -0.1725,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0045,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627789.333565
mp-504759,"```json
{
  ""material_id"": ""mp-504759"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.10404375,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627790.9719071
mp-1525121,"```json
{
  ""material_id"": ""mp-1525121"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0081,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 1e-6,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627792.508734
mp-865194,"```json
{
  ""material_id"": ""mp-865194"",
  ""band_gap_eV"": 0.723,
  ""formation_energy_per_atom_eV"": -0.219,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.002205,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627793.736774
mp-541610,"```json
{
  ""material_id"": ""mp-541610"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.1037,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627795.17075
mp-28933,"```json
{
  ""material_id"": ""mp-28933"",
  ""band_gap_eV"": 1.5651,
  ""formation_energy_per_atom_eV"": -0.14744074,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627796.702941
mp-23205,"```json
{
  ""material_id"": ""mp-23205"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.218719,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627798.239806
mp-985831,"```json
{
  ""material_id"": ""mp-985831"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0037037,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627799.756362
mp-540829,"```json
{
  ""material_id"": ""mp-540829"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.007,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627801.400715
mp-1525632,"```json
{
  ""material_id"": ""mp-1525632"",
  ""band_gap_eV"": 0.558,
  ""formation_energy_per_atom_eV"": -0.2118912037037037,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.00010938924600000002,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627803.058052
mp-573815,"```json
{
  ""material_id"": ""mp-573815"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.13183076923076924,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627804.691408
mp-607450,"```json
{
  ""material_id"": ""mp-607450"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.07161311,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627806.1886668
mp-23162,"```json
{
  ""material_id"": ""mp-23162"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0744,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627807.971512
mp-2402,"```json
{
  ""material_id"": ""mp-2402"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.14384639999999998,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627809.647346
mp-9922,"```json
{
  ""material_id"": ""mp-9922"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.021999999999999998,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627811.224082
mp-1545216,"```json
{
  ""material_id"": ""mp-1545216"",
  ""band_gap_eV"": 2.15,
  ""formation_energy_per_atom_eV"": -0.3031,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.002,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627812.7812538
mp-1968,"```json
{
  ""material_id"": ""mp-1968"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.073930185,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627814.317434
mp-29711,"```json
{
  ""material_id"": ""mp-29711"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0445,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627815.856273
mp-2133,"```json
{
  ""material_id"": ""mp-2133"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.034268426,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627817.393431
mp-1185959,"```json
{
  ""material_id"": ""mp-1185959"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.33886681,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627819.0270112
mp-985278,"```json
{
  ""material_id"": ""mp-985278"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0369,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627820.2570481
mp-23710,"```json
{
  ""material_id"": ""mp-23710"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.457364,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627821.795228
mp-341,"```json
{
  ""material_id"": ""mp-341"",
  ""band_gap_eV"": 0.468,
  ""formation_energy_per_atom_eV"": -0.056,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.047,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627823.331661
mp-32800,"```json
{
  ""material_id"": ""mp-32800"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0319,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627824.9668741
mp-685014,"```json
{
  ""material_id"": ""mp-685014"",
  ""band_gap_eV"": 1.086,
  ""formation_energy_per_atom_eV"": -0.23843667,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627826.711266
mp-559798,"```json
{
  ""material_id"": ""mp-559798"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.46403571,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627828.6539369
mp-1080821,"```json
{
  ""material_id"": ""mp-1080821"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.25087472,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627830.371718
mp-540625,"```json
{
  ""material_id"": ""mp-540625"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.236569,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627831.933703
mp-1025442,"```json
{
  ""material_id"": ""mp-1025442"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.10859567,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627833.569794
mp-556911,"```json
{
  ""material_id"": ""mp-556911"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0033,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627835.014726
mp-23263,"```json
{
  ""material_id"": ""mp-23263"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.06436,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627836.437397
mp-16911,"```json
{
  ""material_id"": ""mp-16911"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.0405,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0405,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627837.962635
mp-1705,"```json
{
  ""material_id"": ""mp-1705"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.04347,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627839.612025
mp-561197,"```json
{
  ""material_id"": ""mp-561197"",
  ""band_gap_eV"": 1.342,
  ""formation_energy_per_atom_eV"": -0.018,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.005137,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627841.110347
mp-23183,"```json
{
  ""material_id"": ""mp-23183"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.10870819,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627842.50637
mp-23280,"```json
{
  ""material_id"": ""mp-23280"",
  ""band_gap_eV"": 0.1133,
  ""formation_energy_per_atom_eV"": -0.025,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.003,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627844.018337
mp-1524462,"```json
{
  ""material_id"": ""mp-1524462"",
  ""band_gap_eV"": 2.35,
  ""formation_energy_per_atom_eV"": -0.21338,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.00213,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627845.550366
mp-706630,"```json
{
  ""material_id"": ""mp-706630"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.00106241,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627847.3174
mp-541837,"```json
{
  ""material_id"": ""mp-541837"",
  ""band_gap_eV"": 0.18,
  ""formation_energy_per_atom_eV"": -0.0163,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0035,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627848.941473
mp-1819,"```json
{
  ""material_id"": ""mp-1819"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.07766875,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627850.366563
mp-7988,"```json
{
  ""material_id"": ""mp-7988"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.01761,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627852.0017998
mp-2049132,"```json
{
  ""material_id"": ""mp-2049132"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -1.897068,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627853.640333
mp-7943,"```json
{
  ""material_id"": ""mp-7943"",
  ""band_gap_eV"": 0.123,
  ""formation_energy_per_atom_eV"": -0.035,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.00001,
  ""is_stable"": false
}
```",gemini,exp1_hard_baseline,1770627855.129506
mp-30792,"```json
{
  ""material_id"": ""mp-30792"",
  ""band_gap_eV"": 0.0000,
  ""formation_energy_per_atom_eV"": -0.0783,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0000,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627856.6744032
mp-352,"```json
{
  ""material_id"": ""mp-352"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.06907469444444444,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627858.251586
mp-15954,"```json
{
  ""material_id"": ""mp-15954"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.03118604,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627859.79198
mp-23165,"```json
{
  ""material_id"": ""mp-23165"",
  ""band_gap_eV"": 0.0,
  ""formation_energy_per_atom_eV"": -0.042648198,
  ""is_metal"": true,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp1_hard_baseline,1770627861.445673
