mp_id,raw_output,model,experiment,ts,override_applied,fail_reasons
mp-7188,"{""material_id"": ""mp-7188"", ""band_gap_eV"": 0.2899, ""formation_energy_per_atom_eV"": -0.670291663333335, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.749593,False,
mp-680422,"{""material_id"": ""mp-680422"", ""band_gap_eV"": 2.9265, ""formation_energy_per_atom_eV"": -0.215968716874999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.749752,False,
mp-1683,"{""material_id"": ""mp-1683"", ""band_gap_eV"": 0.3979, ""formation_energy_per_atom_eV"": -1.236771233046873, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.749867,False,
mp-1100,"{""material_id"": ""mp-1100"", ""band_gap_eV"": 1.0375, ""formation_energy_per_atom_eV"": -0.377014445, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.74994,False,
mp-11054,"{""material_id"": ""mp-11054"", ""band_gap_eV"": 0.8779, ""formation_energy_per_atom_eV"": -0.278649864375, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.750011,False,
mp-306,"{""material_id"": ""mp-306"", ""band_gap_eV"": 6.3017, ""formation_energy_per_atom_eV"": -2.79805631, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7501178,False,
mp-1018040,"{""material_id"": ""mp-1018040"", ""band_gap_eV"": 2.5765, ""formation_energy_per_atom_eV"": -1.474296713671875, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.750336,False,
mp-12957,"{""material_id"": ""mp-12957"", ""band_gap_eV"": 1.0933, ""formation_energy_per_atom_eV"": 0.0, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.750516,False,
mp-8377,"{""material_id"": ""mp-8377"", ""band_gap_eV"": 3.0604, ""formation_energy_per_atom_eV"": -1.4950600038888862, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.750602,False,
mp-23933,"{""material_id"": ""mp-23933"", ""band_gap_eV"": 2.1977, ""formation_energy_per_atom_eV"": -0.073632082812499, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.750713,False,
mp-13568,"{""material_id"": ""mp-13568"", ""band_gap_eV"": 0.3379, ""formation_energy_per_atom_eV"": -2.015935722708332, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7507892,False,
mp-571442,"{""material_id"": ""mp-571442"", ""band_gap_eV"": 3.0417, ""formation_energy_per_atom_eV"": -1.710965791249998, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.750858,False,
mp-1154,"{""material_id"": ""mp-1154"", ""band_gap_eV"": 0.751, ""formation_energy_per_atom_eV"": -0.286120912954541, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.750937,False,
mp-1524481,"{""material_id"": ""mp-1524481"", ""band_gap_eV"": 8.309, ""formation_energy_per_atom_eV"": -1.27488559425, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.75103,False,
mp-27972,"{""material_id"": ""mp-27972"", ""band_gap_eV"": 4.1033, ""formation_energy_per_atom_eV"": -2.494519163125, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7510982,False,
mp-27153,"{""material_id"": ""mp-27153"", ""band_gap_eV"": 0.2115, ""formation_energy_per_atom_eV"": -1.76299271, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.751168,False,
mp-1524458,"{""material_id"": ""mp-1524458"", ""band_gap_eV"": 3.1633, ""formation_energy_per_atom_eV"": -1.529192906999997, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7512362,False,
mp-634859,"{""material_id"": ""mp-634859"", ""band_gap_eV"": 2.7345, ""formation_energy_per_atom_eV"": -2.206560153333333, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.751304,False,
mp-468,"{""material_id"": ""mp-468"", ""band_gap_eV"": 7.6012, ""formation_energy_per_atom_eV"": -3.86576940625, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.751373,False,
mp-559931,"{""material_id"": ""mp-559931"", ""band_gap_eV"": 1.6025, ""formation_energy_per_atom_eV"": -3.238528048750001, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.751442,False,
mp-1206891,"{""material_id"": ""mp-1206891"", ""band_gap_eV"": 1.0096, ""formation_energy_per_atom_eV"": -0.5667571437499991, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.751512,False,
mp-1095275,"{""material_id"": ""mp-1095275"", ""band_gap_eV"": 0.4889, ""formation_energy_per_atom_eV"": -0.009709900654762, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7515788,False,
mp-1201,"{""material_id"": ""mp-1201"", ""band_gap_eV"": 0.1314, ""formation_energy_per_atom_eV"": -0.383199846, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7516448,False,
mp-570437,"{""material_id"": ""mp-570437"", ""band_gap_eV"": 2.3382, ""formation_energy_per_atom_eV"": -0.827083558444443, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.751712,False,
mp-27358,"{""material_id"": ""mp-27358"", ""band_gap_eV"": 2.9034, ""formation_energy_per_atom_eV"": -1.022062649955356, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.75178,False,
mp-754815,"{""material_id"": ""mp-754815"", ""band_gap_eV"": 3.9765, ""formation_energy_per_atom_eV"": -2.30537281125, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.751849,False,
mp-568263,"{""material_id"": ""mp-568263"", ""band_gap_eV"": 1.2121, ""formation_energy_per_atom_eV"": -0.69001870828125, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.751918,False,
mp-1025522,"{""material_id"": ""mp-1025522"", ""band_gap_eV"": 0.6759, ""formation_energy_per_atom_eV"": -1.16212, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.751987,False,
mp-571011,"{""material_id"": ""mp-571011"", ""band_gap_eV"": 1.7836, ""formation_energy_per_atom_eV"": -0.975770047431038, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.752053,False,
mp-28044,"{""material_id"": ""mp-28044"", ""band_gap_eV"": 4.918, ""formation_energy_per_atom_eV"": -2.512653630624999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.75212,False,
mp-1217322,"{""material_id"": ""mp-1217322"", ""band_gap_eV"": 0.7062, ""formation_energy_per_atom_eV"": -0.010930726197914, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.752192,False,
mp-541155,"{""material_id"": ""mp-541155"", ""band_gap_eV"": 0.9239, ""formation_energy_per_atom_eV"": -0.9510626575, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.752259,False,
mp-19,"{""material_id"": ""mp-19"", ""band_gap_eV"": 0.1856, ""formation_energy_per_atom_eV"": 0.0, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7523258,False,
mp-22885,"{""material_id"": ""mp-22885"", ""band_gap_eV"": 2.6862, ""formation_energy_per_atom_eV"": -0.7818107566666681, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.752394,False,
mp-20652,"{""material_id"": ""mp-20652"", ""band_gap_eV"": 1.9078, ""formation_energy_per_atom_eV"": -2.26442824375, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.75246,False,
mp-27857,"{""material_id"": ""mp-27857"", ""band_gap_eV"": 0.9792, ""formation_energy_per_atom_eV"": -0.694771309999999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.752526,False,
mp-985829,"{""material_id"": ""mp-985829"", ""band_gap_eV"": 1.2237, ""formation_energy_per_atom_eV"": -1.806995168541668, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.752594,False,
mp-30034,"{""material_id"": ""mp-30034"", ""band_gap_eV"": 4.4707, ""formation_energy_per_atom_eV"": -1.853706801666665, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7526588,False,
mp-22881,"{""material_id"": ""mp-22881"", ""band_gap_eV"": 3.5244, ""formation_energy_per_atom_eV"": -1.2745155149999992, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.752725,False,
mp-32755,"{""material_id"": ""mp-32755"", ""band_gap_eV"": 1.0395, ""formation_energy_per_atom_eV"": -1.857414943749999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7527921,False,
mp-2715,"{""material_id"": ""mp-2715"", ""band_gap_eV"": 0.1723, ""formation_energy_per_atom_eV"": -0.290117705833334, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7529569,False,
mp-504759,"{""material_id"": ""mp-504759"", ""band_gap_eV"": 0.9911, ""formation_energy_per_atom_eV"": -2.631161137083333, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.753031,False,
mp-1525121,"{""material_id"": ""mp-1525121"", ""band_gap_eV"": 1.6874, ""formation_energy_per_atom_eV"": 0.0, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.753097,False,
mp-865194,"{""material_id"": ""mp-865194"", ""band_gap_eV"": 5.3798, ""formation_energy_per_atom_eV"": -4.181989037499999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7531662,False,
mp-541610,"{""material_id"": ""mp-541610"", ""band_gap_eV"": 2.597, ""formation_energy_per_atom_eV"": -0.927984858749999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7532318,False,
mp-28933,"{""material_id"": ""mp-28933"", ""band_gap_eV"": 1.7587, ""formation_energy_per_atom_eV"": -0.1986951365, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.753302,False,
mp-23205,"{""material_id"": ""mp-23205"", ""band_gap_eV"": 3.6162, ""formation_energy_per_atom_eV"": -1.3037782916666671, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.753369,False,
mp-985831,"{""material_id"": ""mp-985831"", ""band_gap_eV"": 0.5342, ""formation_energy_per_atom_eV"": -1.564946299374999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7534342,False,
mp-540829,"{""material_id"": ""mp-540829"", ""band_gap_eV"": 0.7102, ""formation_energy_per_atom_eV"": -1.872036438333334, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7534988,False,
mp-1525632,"{""material_id"": ""mp-1525632"", ""band_gap_eV"": 2.8979, ""formation_energy_per_atom_eV"": 0.0, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.753564,False,
mp-573815,"{""material_id"": ""mp-573815"", ""band_gap_eV"": 0.947, ""formation_energy_per_atom_eV"": -0.348767611458335, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.753632,False,
mp-607450,"{""material_id"": ""mp-607450"", ""band_gap_eV"": 0.229, ""formation_energy_per_atom_eV"": -0.235972947500002, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.753702,False,
mp-23162,"{""material_id"": ""mp-23162"", ""band_gap_eV"": 1.0479, ""formation_energy_per_atom_eV"": -1.87860569, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7537978,False,
mp-2402,"{""material_id"": ""mp-2402"", ""band_gap_eV"": 1.1286, ""formation_energy_per_atom_eV"": -0.069361268125, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.753867,False,
mp-9922,"{""material_id"": ""mp-9922"", ""band_gap_eV"": 1.1326, ""formation_energy_per_atom_eV"": -1.373804485859373, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.75396,False,
mp-1545216,"{""material_id"": ""mp-1545216"", ""band_gap_eV"": 0.4836, ""formation_energy_per_atom_eV"": -0.907728662126436, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.754029,False,
mp-1968,"{""material_id"": ""mp-1968"", ""band_gap_eV"": 3.8248, ""formation_energy_per_atom_eV"": -3.8759289195, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.754097,False,
mp-29711,"{""material_id"": ""mp-29711"", ""band_gap_eV"": 0.6389, ""formation_energy_per_atom_eV"": -0.444227307333335, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.754163,False,
mp-2133,"{""material_id"": ""mp-2133"", ""band_gap_eV"": 0.7227, ""formation_energy_per_atom_eV"": -1.7908991124999991, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.75423,False,
mp-1185959,"{""material_id"": ""mp-1185959"", ""band_gap_eV"": 1.133699999999999, ""formation_energy_per_atom_eV"": -1.154441889999999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7542982,False,
mp-985278,"{""material_id"": ""mp-985278"", ""band_gap_eV"": 6.0693, ""formation_energy_per_atom_eV"": -4.467987469375, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.754475,False,
mp-23710,"{""material_id"": ""mp-23710"", ""band_gap_eV"": 3.7097, ""formation_energy_per_atom_eV"": -0.2827190725, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7545521,False,
mp-341,"{""material_id"": ""mp-341"", ""band_gap_eV"": 1.9022, ""formation_energy_per_atom_eV"": -1.990905017999998, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.754626,False,
mp-32800,"{""material_id"": ""mp-32800"", ""band_gap_eV"": 2.2962, ""formation_energy_per_atom_eV"": -2.4930635934375, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7546968,False,
mp-685014,"{""material_id"": ""mp-685014"", ""band_gap_eV"": 2.0644, ""formation_energy_per_atom_eV"": -1.068962764541666, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.754889,False,
mp-559798,"{""material_id"": ""mp-559798"", ""band_gap_eV"": 4.9116, ""formation_energy_per_atom_eV"": -2.23065729, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.755028,False,
mp-1080821,"{""material_id"": ""mp-1080821"", ""band_gap_eV"": 0.7896, ""formation_energy_per_atom_eV"": -3.19318655375, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7551239,False,
mp-540625,"{""material_id"": ""mp-540625"", ""band_gap_eV"": 1.7063, ""formation_energy_per_atom_eV"": -0.5793224153125001, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.755233,False,
mp-1025442,"{""material_id"": ""mp-1025442"", ""band_gap_eV"": 1.3847, ""formation_energy_per_atom_eV"": -0.4409697, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.755306,False,
mp-556911,"{""material_id"": ""mp-556911"", ""band_gap_eV"": 1.6921, ""formation_energy_per_atom_eV"": -2.590574678333332, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.755379,False,
mp-23263,"{""material_id"": ""mp-23263"", ""band_gap_eV"": 2.9266, ""formation_energy_per_atom_eV"": -2.423042803749999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.755457,False,
mp-16911,"{""material_id"": ""mp-16911"", ""band_gap_eV"": 1.9539, ""formation_energy_per_atom_eV"": -0.955290041071428, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.755527,False,
mp-1705,"{""material_id"": ""mp-1705"", ""band_gap_eV"": 0.5057, ""formation_energy_per_atom_eV"": -1.74803409, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.75562,False,
mp-561197,"{""material_id"": ""mp-561197"", ""band_gap_eV"": 5.5366, ""formation_energy_per_atom_eV"": -3.404466658305554, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.755687,False,
mp-23183,"{""material_id"": ""mp-23183"", ""band_gap_eV"": 4.2998, ""formation_energy_per_atom_eV"": -2.58590555625, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.755754,False,
mp-23280,"{""material_id"": ""mp-23280"", ""band_gap_eV"": 3.9873, ""formation_energy_per_atom_eV"": -0.755685861249999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.75582,False,
mp-1524462,"{""material_id"": ""mp-1524462"", ""band_gap_eV"": 2.7061, ""formation_energy_per_atom_eV"": 0.0, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.755886,False,
mp-706630,"{""material_id"": ""mp-706630"", ""band_gap_eV"": 3.6061, ""formation_energy_per_atom_eV"": -0.095264628645833, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7559521,False,
mp-541837,"{""material_id"": ""mp-541837"", ""band_gap_eV"": 0.3769, ""formation_energy_per_atom_eV"": -0.434076935437502, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.756017,False,
mp-1819,"{""material_id"": ""mp-1819"", ""band_gap_eV"": 2.0288, ""formation_energy_per_atom_eV"": -1.83900664625, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.756083,False,
mp-7988,"{""material_id"": ""mp-7988"", ""band_gap_eV"": 0.583199999999999, ""formation_energy_per_atom_eV"": -1.180246544770117, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.756154,False,
mp-2049132,"{""material_id"": ""mp-2049132"", ""band_gap_eV"": 0.2163, ""formation_energy_per_atom_eV"": -0.298604841, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7562208,False,
mp-7943,"{""material_id"": ""mp-7943"", ""band_gap_eV"": 0.3285, ""formation_energy_per_atom_eV"": -0.588209097083334, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.756286,False,
mp-30792,"{""material_id"": ""mp-30792"", ""band_gap_eV"": 0.1566, ""formation_energy_per_atom_eV"": -0.269950954999998, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.756352,False,
mp-352,"{""material_id"": ""mp-352"", ""band_gap_eV"": 4.0165, ""formation_energy_per_atom_eV"": -4.019811040833332, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7565172,False,
mp-15954,"{""material_id"": ""mp-15954"", ""band_gap_eV"": 0.2625, ""formation_energy_per_atom_eV"": -0.5725928316666651, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7565892,False,
mp-23165,"{""material_id"": ""mp-23165"", ""band_gap_eV"": 0.8929, ""formation_energy_per_atom_eV"": -0.6577550981249981, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.756657,False,
mp-2251,"{""material_id"": ""mp-2251"", ""band_gap_eV"": 0.984, ""formation_energy_per_atom_eV"": -0.4825014221875, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.756723,False,
mp-181,"{""material_id"": ""mp-181"", ""band_gap_eV"": 0.216299999999999, ""formation_energy_per_atom_eV"": -0.1726160249375, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.756789,False,
mp-2340,"{""material_id"": ""mp-2340"", ""band_gap_eV"": 1.7361, ""formation_energy_per_atom_eV"": -1.2980963948563211, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.756856,False,
mp-1443,"{""material_id"": ""mp-1443"", ""band_gap_eV"": 3.1684, ""formation_energy_per_atom_eV"": -2.537928646818182, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.756922,False,
mp-2697,"{""material_id"": ""mp-2697"", ""band_gap_eV"": 2.8495, ""formation_energy_per_atom_eV"": -2.204479133333331, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.756993,False,
mp-680463,"{""material_id"": ""mp-680463"", ""band_gap_eV"": 0.3914, ""formation_energy_per_atom_eV"": -0.157726345384613, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.75706,False,
mp-542810,"{""material_id"": ""mp-542810"", ""band_gap_eV"": 1.9674, ""formation_energy_per_atom_eV"": -0.159580558906249, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7571268,False,
mp-971787,"{""material_id"": ""mp-971787"", ""band_gap_eV"": 1.1332, ""formation_energy_per_atom_eV"": -1.208906696666668, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.7571929,False,
mp-1105,"{""material_id"": ""mp-1105"", ""band_gap_eV"": 2.2352, ""formation_energy_per_atom_eV"": -2.170192663333334, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",gemini,exp3_hard_verify_override,1770629456.757259,False,
