mp_id,property,tool_value_input,data_source,step1_generator_output,step2_verified_output,is_corrected
mp-1213805,band_gap,1.159,CSV_Frozen,The band gap of mp-1213805 is 1.159 eV.,1.159,True
mp-573812,formation_energy_per_atom,-0.28239570742611,CSV_Frozen,The formation_energy_per_atom of mp-573812 is -0.28239570742611 eV per atom.,-0.28239570742611,True
mp-1213805,formation_energy_per_atom,-0.723041855833334,CSV_Frozen,The formation_energy_per_atom of mp-1213805 is -0.723041855833334 eV/atom.,-0.723041855833334,True
mp-7188,band_gap,0.289899999999999,CSV_Frozen,The band gap of mp-7188 is 0.2899 eV.,0.289899999999999,True
mp-7188,formation_energy_per_atom,-0.670291663333335,CSV_Frozen,The formation energy per atom of mp-7188 is -0.670291663333335 eV/atom.,-0.670291663333335,True
mp-680422,band_gap,2.9265,CSV_Frozen,The band gap of mp-680422 is 2.9265 eV.,2.9265,True
mp-680422,formation_energy_per_atom,-0.215968716874999,CSV_Frozen,The formation energy per atom for mp-680422 is -0.215968716874999 eV per atom.,-0.215968716874999,True
mp-1683,formation_energy_per_atom,-1.236771233046873,CSV_Frozen,The formation energy per atom of mp-1683 is -1.236771233046873 eV/atom.,-1.236771233046873,True
mp-1100,formation_energy_per_atom,-0.377014445,CSV_Frozen,The formation_energy_per_atom of mp-1100 is -0.377014445 eV per atom.,-0.377014445,True
mp-1683,band_gap,0.3979,CSV_Frozen,The database reports the band gap of mp-1683 as 0.3979 eV.,0.3979,True
mp-1100,band_gap,1.0375,CSV_Frozen,The band gap of mp-1100 is 1.0375 eV.,1.0375,True
mp-11054,band_gap,0.877899999999999,CSV_Frozen,The band gap of mp-11054 is 0.8779 eV.,0.877899999999999,True
mp-11054,formation_energy_per_atom,-0.278649864374999,CSV_Frozen,The formation_energy_per_atom of mp-11054 is -0.278649864374999 eV/atom.,-0.278649864374999,True
mp-306,band_gap,6.3017,CSV_Frozen,The band gap of mp-306 is 6.3017 eV.,6.3017,True
mp-1018040,band_gap,2.5765,CSV_Frozen,The band gap of mp-1018040 is 2.5765 eV.,2.5765,True
mp-306,formation_energy_per_atom,-2.798056310000001,CSV_Frozen,The formation energy per atom of mp-306 is -2.798056310000001 eV/atom.,-2.798056310000001,True
mp-1018040,formation_energy_per_atom,-1.474296713671875,CSV_Frozen,The formation energy per atom of mp-1018040 is -1.474296713671875 eV/atom.,-1.474296713671875,True
mp-8377,band_gap,3.0604,CSV_Frozen,The band gap of mp-8377 is 3.0604 eV.,3.0604,True
mp-8377,formation_energy_per_atom,-1.4950600038888862,CSV_Frozen,The formation energy per atom of mp-8377 is -1.4950600038888862 eV/atom.,-1.4950600038888862,True
mp-12957,formation_energy_per_atom,0.0,CSV_Frozen,The formation_energy_per_atom of mp-12957 is 0.0.,0.0,True
mp-12957,band_gap,1.0933,CSV_Frozen,The band gap of mp-12957 is 1.0933 eV.,1.0933,True
mp-23933,band_gap,2.197699999999999,CSV_Frozen,The database lists the band gap of mp-23933 as 2.197699999999999 eV.,2.197699999999999,True
mp-23933,formation_energy_per_atom,-0.073632082812499,CSV_Frozen,The formation energy per atom of mp-23933 is -0.073632082812499 eV/atom.,-0.073632082812499,True
mp-13568,formation_energy_per_atom,-2.015935722708332,CSV_Frozen,The formation energy per atom of mp-13568 is -2.015935722708332 eV per atom.,-2.015935722708332,True
mp-571442,band_gap,3.0417,CSV_Frozen,The band gap of mp-571442 is 3.0417 eV.,3.0417,True
mp-13568,band_gap,0.3379,CSV_Frozen,The band gap of mp-13568 is 0.3379 eV.,0.3379,True
mp-1154,band_gap,0.7510000000000001,CSV_Frozen,The band gap of mp-1154 is 0.751 eV.,0.7510000000000001,True
mp-1154,formation_energy_per_atom,-0.286120912954541,CSV_Frozen,The formation_energy_per_atom of mp-1154 is -0.286120912954541 eV/atom.,-0.286120912954541,True
mp-571442,formation_energy_per_atom,-1.710965791249998,CSV_Frozen,The formation energy per atom of mp-571442 is -1.710965791249998 eV/atom.,-1.710965791249998,True
mp-1524481,band_gap,8.309,CSV_Frozen,The band gap of mp-1524481 is 8.309 eV.,8.309,True
mp-1524481,formation_energy_per_atom,-1.27488559425,CSV_Frozen,The formation energy per atom of mp-1524481 is -1.27488559425 eV/atom.,-1.27488559425,True
mp-27153,band_gap,0.2115,CSV_Frozen,The band_gap of mp-27153 is 0.2115 eV.,0.2115,True
mp-27972,formation_energy_per_atom,-2.494519163125,CSV_Frozen,The formation energy per atom of mp-27972 is -2.494519163125 eV/atom.,-2.494519163125,True
mp-27972,band_gap,4.103299999999999,CSV_Frozen,The band gap of mp-27972 is 4.1033 eV.,4.103299999999999,True
mp-27153,formation_energy_per_atom,-1.76299271,CSV_Frozen,The formation energy per atom of mp-27153 is -1.76299271 eV/atom.,-1.76299271,True
mp-634859,band_gap,2.7345,CSV_Frozen,The band gap of mp-634859 is 2.7345 eV.,2.7345,True
mp-634859,formation_energy_per_atom,-2.206560153333333,CSV_Frozen,The formation energy per atom of mp-634859 is -2.206560153333333 eV/atom.,-2.206560153333333,True
mp-1524458,band_gap,3.1633,CSV_Frozen,The band gap of mp-1524458 is 3.1633 eV.,3.1633,True
mp-1524458,formation_energy_per_atom,-1.529192906999997,CSV_Frozen,The formation_energy_per_atom of mp-1524458 is -1.529192906999997 eV/atom.,-1.529192906999997,True
mp-559931,band_gap,1.6025,CSV_Frozen,The band gap of mp-559931 is 1.6025 eV.,1.6025,True
mp-468,formation_energy_per_atom,-3.86576940625,CSV_Frozen,The formation energy per atom of mp-468 is −3.86576940625 eV/atom.,-3.86576940625,True
mp-559931,formation_energy_per_atom,-3.238528048750001,CSV_Frozen,The formation energy per atom of mp-559931 is -3.238528048750001 eV/atom.,-3.238528048750001,True
mp-1206891,band_gap,1.0096,CSV_Frozen,The band gap of mp-1206891 is 1.0096 eV.,1.0096,True
mp-1206891,formation_energy_per_atom,-0.5667571437499991,CSV_Frozen,The formation energy per atom of mp-1206891 is -0.5667571437499991 eV/atom.,-0.5667571437499991,True
mp-1095275,band_gap,0.4889,CSV_Frozen,The band gap of mp-1095275 is 0.4889 eV.,0.4889,True
mp-1201,band_gap,0.1314,CSV_Frozen,The band gap of mp-1201 is 0.1314 eV.,0.1314,True
mp-468,band_gap,7.6012,CSV_Frozen,The band gap of mp-468 is 7.6012 eV.,7.6012,True
mp-1201,formation_energy_per_atom,-0.383199846000002,CSV_Frozen,The formation energy per atom of mp-1201 is -0.383199846000002 eV/atom.,-0.383199846000002,True
mp-1095275,formation_energy_per_atom,-0.009709900654762,CSV_Frozen,The formation_energy_per_atom of mp-1095275 is -0.009709900654762 eV/atom.,-0.009709900654762,True
mp-570437,band_gap,2.3382,CSV_Frozen,The band gap of mp-570437 is 2.3382 eV.,2.3382,True
mp-27358,band_gap,2.9034,CSV_Frozen,The band gap of mp-27358 is 2.9034 eV.,2.9034,True
mp-570437,formation_energy_per_atom,-0.827083558444443,CSV_Frozen,The formation energy per atom of mp-570437 is -0.827083558444443 eV/atom.,-0.827083558444443,True
mp-27358,formation_energy_per_atom,-1.022062649955356,CSV_Frozen,The formation_energy_per_atom of mp-27358 is -1.022062649955356 eV/atom.,-1.022062649955356,True
mp-754815,formation_energy_per_atom,-2.30537281125,CSV_Frozen,The formation energy per atom of mp-754815 is -2.30537281125 eV/atom.,-2.30537281125,True
mp-754815,band_gap,3.976499999999999,CSV_Frozen,The band gap of mp-754815 is 3.9765 eV.,3.976499999999999,True
mp-568263,formation_energy_per_atom,-0.69001870828125,CSV_Frozen,The formation_energy_per_atom of mp-568263 is -0.69001870828125 eV per atom.,-0.69001870828125,True
mp-1025522,formation_energy_per_atom,-1.162119996249998,CSV_Frozen,The formation energy per atom of mp-1025522 is -1.162119996249998 eV/atom.,-1.162119996249998,True
mp-568263,band_gap,1.2121,CSV_Frozen,The band gap of mp-568263 is 1.2121 eV.,1.2121,True
mp-571011,band_gap,1.7836,CSV_Frozen,The band gap of mp-571011 is 1.7836 eV.,1.7836,True
mp-1025522,band_gap,0.6758999999999991,CSV_Frozen,The band gap of mp-1025522 is 0.6759 eV.,0.6758999999999991,True
mp-571011,formation_energy_per_atom,-0.975770047431038,CSV_Frozen,The formation energy per atom of mp-571011 is -0.975770047431038 eV/atom.,-0.975770047431038,True
mp-1217322,band_gap,0.7062,CSV_Frozen,The band gap of mp-1217322 is 0.7062 eV.,0.7062,True
mp-28044,band_gap,4.918,CSV_Frozen,The band gap of mp-28044 is 4.918 eV.,4.918,True
mp-541155,band_gap,0.9239,CSV_Frozen,The band gap of mp-541155 is 0.9239 eV.,0.9239,True
mp-28044,formation_energy_per_atom,-2.512653630624999,CSV_Frozen,The formation_energy_per_atom of mp-28044 is -2.512653630624999 eV/atom.,-2.512653630624999,True
mp-541155,formation_energy_per_atom,-0.9510626574999992,CSV_Frozen,The formation energy per atom of mp-541155 is -0.9510626574999992 eV/atom.,-0.9510626574999992,True
mp-1217322,formation_energy_per_atom,-0.010930726197914,CSV_Frozen,The formation_energy_per_atom of mp-1217322 is -0.010930726197914 eV/atom.,-0.010930726197914,True
mp-19,band_gap,0.1856,CSV_Frozen,The band gap of mp-19 is 0.1856 eV.,0.1856,True
mp-19,formation_energy_per_atom,0.0,CSV_Frozen,The formation_energy_per_atom of mp-19 is 0.0 eV/atom.,0.0,True
mp-20652,band_gap,1.9078,CSV_Frozen,The band gap of mp-20652 is 1.9078 eV.,1.9078,True
mp-22885,formation_energy_per_atom,-0.7818107566666681,CSV_Frozen,The formation energy per atom of mp-22885 is -0.7818107566666681 eV/atom.,-0.7818107566666681,True
mp-22885,band_gap,2.686199999999999,CSV_Frozen,The band gap of mp-22885 is 2.6862 eV.,2.686199999999999,True
mp-27857,band_gap,0.9792,CSV_Frozen,The band gap of mp-27857 is 0.9792 eV.,0.9792,True
mp-20652,formation_energy_per_atom,-2.26442824375,CSV_Frozen,"The formation energy per atom of mp-20652 is -2.26442824375 eV per atom, according to the database.",-2.26442824375,True
mp-27857,formation_energy_per_atom,-0.694771309999999,CSV_Frozen,The formation energy per atom of mp-27857 is -0.694771309999999 eV/atom.,-0.694771309999999,True
mp-22881,band_gap,3.5244,CSV_Frozen,The band gap of mp-22881 is 3.5244 eV.,3.5244,True
mp-985829,formation_energy_per_atom,-1.806995168541668,CSV_Frozen,The formation_energy_per_atom of mp-985829 is -1.806995168541668 eV/atom.,-1.806995168541668,True
mp-30034,band_gap,4.4707,CSV_Frozen,The band gap of mp-30034 is 4.4707 eV.,4.4707,True
mp-30034,formation_energy_per_atom,-1.853706801666665,CSV_Frozen,The formation_energy_per_atom of mp-30034 is -1.853706801666665 eV per atom.,-1.853706801666665,True
mp-32755,band_gap,1.0395,CSV_Frozen,The band_gap of mp-32755 is 1.0395.,1.0395,True
mp-985829,band_gap,1.2237,CSV_Frozen,The band_gap of mp-985829 is 1.2237 eV according to the database.,1.2237,True
mp-504759,band_gap,0.9911,CSV_Frozen,The band gap of mp-504759 is 0.9911 eV.,0.9911,True
mp-2715,formation_energy_per_atom,-0.290117705833334,CSV_Frozen,The formation energy per atom of mp-2715 is -0.290117705833334 eV/atom.,-0.290117705833334,True
mp-2715,band_gap,0.172299999999999,CSV_Frozen,The band gap of mp-2715 is 0.1723 eV.,0.172299999999999,True
mp-504759,formation_energy_per_atom,-2.631161137083333,CSV_Frozen,The formation_energy_per_atom of mp-504759 is -2.631161137083333 eV/atom.,-2.631161137083333,True
mp-32755,formation_energy_per_atom,-1.857414943749999,CSV_Frozen,The formation_energy_per_atom of mp-32755 is -1.857414943749999 eV/atom.,-1.857414943749999,True
mp-1525121,formation_energy_per_atom,0.0,CSV_Frozen,The formation_energy_per_atom of mp-1525121 is 0.0 eV/atom.,0.0,True
mp-22881,formation_energy_per_atom,-1.2745155149999992,CSV_Frozen,The formation energy per atom of mp-22881 is -1.2745155149999992 eV/atom.,-1.2745155149999992,True
mp-1525121,band_gap,1.687399999999999,CSV_Frozen,The band gap of mp-1525121 is 1.6874 eV.,1.687399999999999,True
mp-541610,band_gap,2.597,CSV_Frozen,The band gap of mp-541610 is 2.597 eV.,2.597,True
mp-865194,band_gap,5.3798,CSV_Frozen,The band gap of mp-865194 is 5.3798 eV.,5.3798,True
mp-23205,band_gap,3.6162,CSV_Frozen,The band gap of mp-23205 is 3.6162 eV.,3.6162,True
mp-865194,formation_energy_per_atom,-4.181989037499999,CSV_Frozen,The formation_energy_per_atom of mp-865194 is -4.181989037499999 eV/atom.,-4.181989037499999,True
mp-541610,formation_energy_per_atom,-0.927984858749999,CSV_Frozen,The formation energy per atom of mp-541610 is -0.927984858749999 eV/atom.,-0.927984858749999,True
mp-23205,formation_energy_per_atom,-1.3037782916666671,CSV_Frozen,The formation_energy_per_atom of mp-23205 is -1.3037782916666671 eV/atom.,-1.3037782916666671,True
mp-28933,band_gap,1.7587000000000002,CSV_Frozen,The band_gap of mp-28933 is 1.7587000000000002 eV.,1.7587000000000002,True
mp-28933,formation_energy_per_atom,-0.198695136500001,CSV_Frozen,The formation_energy_per_atom of mp-28933 is -0.198695136500001 eV/atom.,-0.198695136500001,True
mp-985831,band_gap,0.5342,CSV_Frozen,The band gap of mp-985831 is 0.5342 eV.,0.5342,True
mp-985831,formation_energy_per_atom,-1.564946299374999,CSV_Frozen,The formation_energy_per_atom of mp-985831 is -1.564946299374999.,-1.564946299374999,True
mp-540829,band_gap,0.710199999999999,CSV_Frozen,The band gap of mp-540829 is 0.710199999999999 eV.,0.710199999999999,True
mp-540829,formation_energy_per_atom,-1.872036438333334,CSV_Frozen,The formation energy per atom of mp-540829 is -1.872036438333334 eV/atom.,-1.872036438333334,True
mp-1525632,formation_energy_per_atom,0.0,CSV_Frozen,The formation energy per atom of mp-1525632 is 0.0.,0.0,True
mp-1525632,band_gap,2.8979,CSV_Frozen,The band gap of mp-1525632 is 2.8979 eV.,2.8979,True
mp-573815,formation_energy_per_atom,-0.348767611458335,CSV_Frozen,The formation_energy_per_atom of mp-573815 is -0.348767611458335.,-0.348767611458335,True
mp-573815,band_gap,0.9469999999999992,CSV_Frozen,The band gap of mp-573815 is 0.9469999999999992 eV.,0.9469999999999992,True
mp-2402,band_gap,1.1286,CSV_Frozen,The band gap of mp-2402 is 1.1286 eV.,1.1286,True
mp-23162,band_gap,1.0479,CSV_Frozen,The band gap of mp-23162 is 1.0479 eV.,1.0479,True
mp-607450,band_gap,0.229,CSV_Frozen,The band gap of mp-607450 is 0.229 eV.,0.229,True
mp-607450,formation_energy_per_atom,-0.235972947500002,CSV_Frozen,The formation_energy_per_atom of mp-607450 is -0.235972947500002 eV/atom.,-0.235972947500002,True
mp-23162,formation_energy_per_atom,-1.87860569,CSV_Frozen,The formation_energy_per_atom of mp-23162 is -1.87860569 eV/atom.,-1.87860569,True
mp-9922,band_gap,1.1326,CSV_Frozen,The band gap of mp-9922 is 1.1326 eV.,1.1326,True
mp-2402,formation_energy_per_atom,-0.069361268125,CSV_Frozen,The formation energy per atom of mp-2402 is -0.069361268125 eV/atom.,-0.069361268125,True
mp-9922,formation_energy_per_atom,-1.373804485859373,CSV_Frozen,The formation energy per atom of mp-9922 is -1.373804485859373 eV/atom.,-1.373804485859373,True
mp-1545216,formation_energy_per_atom,-0.907728662126436,CSV_Frozen,The formation_energy_per_atom of mp-1545216 is -0.907728662126436 eV/atom.,-0.907728662126436,True
mp-1968,formation_energy_per_atom,-3.8759289195,CSV_Frozen,The formation_energy_per_atom of mp-1968 is -3.8759289195 eV/atom.,-3.8759289195,True
mp-1545216,band_gap,0.4836,CSV_Frozen,The band gap of mp-1545216 is 0.4836 eV.,0.4836,True
mp-1968,band_gap,3.824799999999999,CSV_Frozen,The band gap of mp-1968 is 3.824799999999999 eV.,3.824799999999999,True
mp-29711,formation_energy_per_atom,-0.444227307333335,CSV_Frozen,The formation energy per atom of mp-29711 is -0.444227307333335 eV/atom.,-0.444227307333335,True
mp-29711,band_gap,0.638899999999999,CSV_Frozen,The band gap of mp-29711 is 0.6389 eV.,0.638899999999999,True
mp-2133,band_gap,0.7227,CSV_Frozen,The band gap of mp-2133 is 0.7227 eV.,0.7227,True
mp-2133,formation_energy_per_atom,-1.7908991124999991,CSV_Frozen,The formation_energy_per_atom of mp-2133 is -1.7908991124999991 eV/atom.,-1.7908991124999991,True
mp-1185959,formation_energy_per_atom,-1.154441889999999,CSV_Frozen,The formation_energy_per_atom of mp-1185959 is -1.154441889999999.,-1.154441889999999,True
mp-23710,formation_energy_per_atom,-0.2827190725,CSV_Frozen,The formation energy per atom of mp-23710 is -0.2827190725 eV/atom.,-0.2827190725,True
mp-985278,band_gap,6.0693,CSV_Frozen,The band_gap of mp-985278 is 6.0693 eV.,6.0693,True
mp-1185959,band_gap,1.133699999999999,CSV_Frozen,The band gap of mp-1185959 is 1.1337 eV.,1.133699999999999,True
mp-23710,band_gap,3.709699999999999,CSV_Frozen,The band gap of mp-23710 is 3.709699999999999 eV according to the database.,3.709699999999999,True
mp-985278,formation_energy_per_atom,-4.467987469375,CSV_Frozen,The formation_energy_per_atom of mp-985278 is -4.467987469375 eV/atom.,-4.467987469375,True
mp-341,formation_energy_per_atom,-1.990905017999998,CSV_Frozen,The formation energy per atom of mp-341 is -1.990905017999998 eV/atom.,-1.990905017999998,True
mp-341,band_gap,1.9022,CSV_Frozen,The band_gap of mp-341 is 1.9022.,1.9022,True
mp-32800,band_gap,2.2962,CSV_Frozen,The band gap of mp-32800 is 2.2962 eV.,2.2962,True
mp-685014,band_gap,2.0644,CSV_Frozen,The band gap of mp-685014 is 2.0644 eV.,2.0644,True
mp-685014,formation_energy_per_atom,-1.068962764541666,CSV_Frozen,The formation energy per atom of mp-685014 is -1.068962764541666 eV per atom.,-1.068962764541666,True
mp-32800,formation_energy_per_atom,-2.4930635934375,CSV_Frozen,The formation energy per atom of mp-32800 is -2.4930635934375 eV per atom.,-2.4930635934375,True
mp-559798,formation_energy_per_atom,-2.23065729,CSV_Frozen,The formation energy per atom of mp-559798 is -2.23065729 eV/atom.,-2.23065729,True
mp-559798,band_gap,4.9116,CSV_Frozen,The band gap of mp-559798 is 4.9116 eV.,4.9116,True
mp-1080821,formation_energy_per_atom,-3.19318655375,CSV_Frozen,The formation energy per atom of mp-1080821 is -3.19318655375 eV/atom.,-3.19318655375,True
mp-540625,band_gap,1.7063,CSV_Frozen,The band gap of mp-540625 is 1.7063 eV.,1.7063,True
mp-1080821,band_gap,0.7896000000000001,CSV_Frozen,The band gap of mp-1080821 is 0.7896 eV.,0.7896000000000001,True
mp-1025442,band_gap,1.3846999999999992,CSV_Frozen,The band gap of mp-1025442 is 1.3847 eV.,1.3846999999999992,True
mp-540625,formation_energy_per_atom,-0.5793224153125001,CSV_Frozen,The formation_energy_per_atom for mp-540625 is -0.5793224153125001 eV/atom.,-0.5793224153125001,True
mp-1025442,formation_energy_per_atom,-0.44096969,CSV_Frozen,The formation energy per atom of mp-1025442 is -0.44096969 eV/atom.,-0.44096969,True
mp-556911,formation_energy_per_atom,-2.590574678333332,CSV_Frozen,The formation_energy_per_atom of mp-556911 is -2.590574678333332 eV/atom.,-2.590574678333332,True
mp-556911,band_gap,1.6921,CSV_Frozen,The band_gap of mp-556911 is 1.6921 eV.,1.6921,True
mp-23263,band_gap,2.9266,CSV_Frozen,The band gap of mp-23263 is 2.9266 eV.,2.9266,True
mp-16911,band_gap,1.9539,CSV_Frozen,The band gap of mp-16911 is 1.9539 eV.,1.9539,True
mp-23263,formation_energy_per_atom,-2.423042803749999,CSV_Frozen,The formation_energy_per_atom of mp-23263 is -2.423042803749999 eV/atom.,-2.423042803749999,True
mp-561197,formation_energy_per_atom,-3.404466658305554,CSV_Frozen,The formation_energy_per_atom of mp-561197 is -3.404466658305554 eV/atom.,-3.404466658305554,True
mp-16911,formation_energy_per_atom,-0.955290041071428,CSV_Frozen,The formation energy per atom of mp-16911 is -0.955290041071428 eV per atom.,-0.955290041071428,True
mp-1705,formation_energy_per_atom,-1.74803409,CSV_Frozen,The formation_energy_per_atom of mp-1705 is -1.74803409 eV/atom.,-1.74803409,True
mp-1705,band_gap,0.5057,CSV_Frozen,The band gap of mp-1705 is 0.5057 eV.,0.5057,True
mp-23183,band_gap,4.299799999999999,CSV_Frozen,The band gap of mp-23183 is 4.2998 eV.,4.299799999999999,True
mp-561197,band_gap,5.5366,CSV_Frozen,The band_gap of mp-561197 is 5.5366 eV.,5.5366,True
mp-23183,formation_energy_per_atom,-2.585905556250001,CSV_Frozen,The formation_energy_per_atom of mp-23183 is -2.585905556250001 eV/atom.,-2.585905556250001,True
mp-1524462,band_gap,2.7061,CSV_Frozen,The band gap of mp-1524462 is 2.7061 eV.,2.7061,True
mp-23280,formation_energy_per_atom,-0.755685861249999,CSV_Frozen,The formation energy per atom of mp-23280 is -0.755685861249999 eV/atom.,-0.755685861249999,True
mp-23280,band_gap,3.9873,CSV_Frozen,The band gap of mp-23280 is 3.9873 eV.,3.9873,True
mp-1524462,formation_energy_per_atom,0.0,CSV_Frozen,The formation_energy_per_atom of mp-1524462 is 0.0.,0.0,True
mp-541837,band_gap,0.3769,CSV_Frozen,The band gap of mp-541837 is 0.3769 eV.,0.3769,True
mp-706630,band_gap,3.606099999999999,CSV_Frozen,The band gap of mp-706630 is 3.6061 eV.,3.606099999999999,True
mp-706630,formation_energy_per_atom,-0.095264628645833,CSV_Frozen,The formation energy per atom of mp-706630 is -0.095264628645833 eV/atom.,-0.095264628645833,True
mp-541837,formation_energy_per_atom,-0.434076935437502,CSV_Frozen,The formation energy per atom of mp-541837 is -0.434076935437502 eV/atom.,-0.434076935437502,True
mp-1819,formation_energy_per_atom,-1.839006646249989,CSV_Frozen,The formation_energy_per_atom of mp-1819 is -1.839006646249989 eV/atom.,-1.839006646249989,True
mp-1819,band_gap,2.028799999999999,CSV_Frozen,The band gap of mp-1819 is 2.0288 eV.,2.028799999999999,True
mp-7988,formation_energy_per_atom,-1.180246544770117,CSV_Frozen,The formation energy per atom of mp-7988 is -1.180246544770117 eV/atom.,-1.180246544770117,True
mp-7988,band_gap,0.583199999999999,CSV_Frozen,The band gap of mp-7988 is 0.5832 eV.,0.583199999999999,True
mp-2049132,formation_energy_per_atom,-0.298604841000002,CSV_Frozen,The formation energy per atom of mp-2049132 is -0.298604841000002 eV/atom.,-0.298604841000002,True
mp-7943,band_gap,0.3285,CSV_Frozen,The band_gap of mp-7943 is 0.3285 eV.,0.3285,True
mp-30792,band_gap,0.1566,CSV_Frozen,The band gap of mp-30792 is 0.1566 eV.,0.1566,True
mp-7943,formation_energy_per_atom,-0.588209097083334,CSV_Frozen,The formation energy per atom of mp-7943 is -0.588209097083334 eV/atom.,-0.588209097083334,True
mp-352,band_gap,4.0165,CSV_Frozen,The band gap of mp-352 is 4.0165 eV.,4.0165,True
mp-30792,formation_energy_per_atom,-0.269950954999998,CSV_Frozen,The formation energy per atom of mp-30792 is -0.269950954999998 eV per atom.,-0.269950954999998,True
mp-352,formation_energy_per_atom,-4.019811040833332,CSV_Frozen,The formation energy per atom of mp-352 is -4.019811040833332 eV/atom.,-4.019811040833332,True
mp-15954,band_gap,0.2625,CSV_Frozen,The band gap of mp-15954 is 0.2625 eV.,0.2625,True
mp-15954,formation_energy_per_atom,-0.5725928316666651,CSV_Frozen,The formation_energy_per_atom of mp-15954 is -0.5725928316666651 eV per atom.,-0.5725928316666651,True
mp-2049132,band_gap,0.216299999999999,CSV_Frozen,The band gap of mp-2049132 is 0.2163 eV.,0.216299999999999,True
mp-23165,band_gap,0.8929,CSV_Frozen,The band gap of mp-23165 is 0.8929 eV according to the database.,0.8929,True
mp-23165,formation_energy_per_atom,-0.6577550981249981,CSV_Frozen,The formation energy per atom of mp-23165 is -0.6577550981249981 eV/atom.,-0.6577550981249981,True
mp-2251,formation_energy_per_atom,-0.4825014221875,CSV_Frozen,The formation energy per atom of mp-2251 is -0.4825014221875 eV/atom.,-0.4825014221875,True
mp-2251,band_gap,0.984,CSV_Frozen,The band gap of mp-2251 is 0.984 eV.,0.984,True
mp-181,band_gap,0.216299999999999,CSV_Frozen,The band gap of mp-181 is 0.2163 eV.,0.216299999999999,True
mp-181,formation_energy_per_atom,-0.1726160249375,CSV_Frozen,The formation energy per atom of mp-181 is -0.1726160249375 eV/atom.,-0.1726160249375,True
mp-2340,band_gap,1.7361,CSV_Frozen,The band gap of mp-2340 is 1.7361 eV.,1.7361,True
mp-1443,formation_energy_per_atom,-2.537928646818182,CSV_Frozen,The formation energy per atom of mp-1443 is -2.537928646818182 eV/atom.,-2.537928646818182,True
mp-2697,formation_energy_per_atom,-2.204479133333331,CSV_Frozen,The formation energy per atom of mp-2697 is -2.204479133333331 eV/atom.,-2.204479133333331,True
mp-2697,band_gap,2.8495,CSV_Frozen,The band gap of mp-2697 is 2.8495 eV.,2.8495,True
mp-2340,formation_energy_per_atom,-1.2980963948563211,CSV_Frozen,The formation energy per atom of mp-2340 is -1.2980963948563211 eV/atom.,-1.2980963948563211,True
mp-1443,band_gap,3.1684,CSV_Frozen,The band gap of mp-1443 is 3.1684 eV.,3.1684,True
mp-680463,band_gap,0.391399999999999,CSV_Frozen,The band gap of mp-680463 is 0.3914 eV.,0.391399999999999,True
mp-680463,formation_energy_per_atom,-0.157726345384613,CSV_Frozen,The formation energy per atom of mp-680463 is -0.157726345384613 eV/atom.,-0.157726345384613,True
mp-542810,band_gap,1.9674,CSV_Frozen,The band gap of mp-542810 is 1.9674 eV.,1.9674,True
mp-542810,formation_energy_per_atom,-0.159580558906249,CSV_Frozen,The formation_energy_per_atom of mp-542810 is -0.159580558906249 eV per atom.,-0.159580558906249,True
mp-1105,band_gap,2.2352,CSV_Frozen,The band gap of mp-1105 is 2.2352 eV.,2.2352,True
mp-1105,formation_energy_per_atom,-2.170192663333334,CSV_Frozen,The formation energy per atom of mp-1105 is −2.170192663333334 eV/atom.,-2.170192663333334,True
mp-971787,band_gap,1.1332,CSV_Frozen,The band gap of mp-971787 is 1.1332 eV.,1.1332,True
mp-971787,formation_energy_per_atom,-1.208906696666668,CSV_Frozen,The formation energy per atom of mp-971787 is -1.208906696666668 eV/atom.,-1.208906696666668,True
