material_id,gt_fe_per_atom,template_id,query,pred_fe_per_atom,abs_err,raw_output,latency_s,label
mp-569867,-0.7546754528571421,2,Return only the formation energy per atom (eV/atom) for mp-569867.,3.75,4.504675452857142,3.75,0.7199139595031738,wrong_value
mp-9851,-0.630045229146825,0,What is the formation energy per atom (eV/atom) of material mp-9851? Answer with a single number.,0.045,0.6750452291468251,0.045,0.614142894744873,wrong_value
mp-1018138,-0.7411700000000001,2,Return only the formation energy per atom (eV/atom) for mp-1018138.,0.31,1.0511700000000002,0.31,0.714637041091919,wrong_value
mp-16922,-0.962356391249998,1,Give the formation energy per atom of mp-16922 in eV/atom. No extra text.,0.035,0.9973563912499981,0.035,0.7194576263427734,wrong_value
mp-557993,-1.459764126666667,2,Return only the formation energy per atom (eV/atom) for mp-557993.,3.75,5.209764126666667,3.75,0.8152079582214355,wrong_value
mp-470,-2.156655663333334,2,Return only the formation energy per atom (eV/atom) for mp-470.,0.318,2.474655663333334,0.318,0.8224470615386963,wrong_value
mp-559931,-3.238528048750001,2,Return only the formation energy per atom (eV/atom) for mp-559931.,3.75,6.988528048750001,3.75,0.7132422924041748,wrong_value
mp-27871,-0.8457965725000001,0,What is the formation energy per atom (eV/atom) of material mp-27871? Answer with a single number.,0.0,0.8457965725000001,0.000,0.6787800788879395,wrong_value
mp-27628,-0.33295714550000005,0,What is the formation energy per atom (eV/atom) of material mp-27628? Answer with a single number.,0.0,0.33295714550000005,0.0000,0.655419111251831,wrong_value
mp-30092,-1.725360933333334,1,Give the formation energy per atom of mp-30092 in eV/atom. No extra text.,3.58,5.3053609333333345,3.58,0.8189809322357178,wrong_value
mp-2340,-1.2980963948563211,0,What is the formation energy per atom (eV/atom) of material mp-2340? Answer with a single number.,0.0,1.2980963948563211,0.000,0.9009180068969727,wrong_value
mp-23155,0.0,2,Return only the formation energy per atom (eV/atom) for mp-23155.,3.75,3.75,3.75,0.9408719539642334,wrong_value
mp-31049,-3.1596579241666642,2,Return only the formation energy per atom (eV/atom) for mp-31049.,3.75,6.909657924166664,3.75,0.8066427707672119,wrong_value
mp-995393,-0.612184769666665,0,What is the formation energy per atom (eV/atom) of material mp-995393? Answer with a single number.,0.0,0.612184769666665,0.000,0.7306709289550781,wrong_value
mp-1201,-0.383199846000002,2,Return only the formation energy per atom (eV/atom) for mp-1201.,-3.75,3.366800153999998,-3.75,0.7142038345336914,wrong_value
mp-7988,-1.180246544770117,1,Give the formation energy per atom of mp-7988 in eV/atom. No extra text.,3.58,4.760246544770117,3.58,0.7195992469787598,wrong_value
mp-22881,-1.2745155149999992,1,Give the formation energy per atom of mp-22881 in eV/atom. No extra text.,3.75,5.024515514999999,3.75,0.7087059020996094,wrong_value
mp-27972,-2.494519163125,0,What is the formation energy per atom (eV/atom) of material mp-27972? Answer with a single number.,0.0,2.494519163125,0.000,0.6596379280090332,wrong_value
mp-1184796,-1.406990803749999,0,What is the formation energy per atom (eV/atom) of material mp-1184796? Answer with a single number.,0.0,1.406990803749999,0.000,0.7822237014770508,wrong_value
mp-2697,-2.204479133333331,1,Give the formation energy per atom of mp-2697 in eV/atom. No extra text.,0.0,2.204479133333331,0.000,0.7158420085906982,wrong_value
mp-706630,-0.095264628645833,1,Give the formation energy per atom of mp-706630 in eV/atom. No extra text.,2.58,2.675264628645833,2.58,0.9214091300964355,wrong_value
mp-27857,-0.694771309999999,0,What is the formation energy per atom (eV/atom) of material mp-27857? Answer with a single number.,0.0,0.694771309999999,0.000,0.699383020401001,wrong_value
