mp_id,tool_value,round1_natural_language,round2_cove_extracted
mp-29711,-0.444227307333335,The formation energy per atom for mp-29711 is -0.444227307333335.,-0.444227307333335
mp-2133,0.7227,The band gap of mp-2133 is 0.7227.,0.7227
mp-2133,-1.7908991124999991,The formation energy per atom for mp-2133 is -1.7908991124999991.,-1.7908991124999991
mp-1185959,1.133699999999999,The band gap of mp-1185959 is 1.1337 eV.,1.1337
mp-1185959,-1.154441889999999,The formation energy per atom for mp-1185959 is -1.154441889999999.,-1.154441889999999
mp-985278,6.0693,The band gap of mp-985278 is 6.0693.,6.0693
mp-985278,-4.467987469375,The formation energy per atom for mp-985278 is -4.467987469375.,-4.467987469375
mp-23710,3.709699999999999,The band gap of mp-23710 is 3.7097 eV.,3.7097
mp-23710,-0.2827190725,The formation energy per atom for mp-23710 is -0.2827190725.,-0.2827190725
mp-341,1.9022,The band gap of mp-341 is 1.9022.,1.9022
mp-341,-1.990905017999998,The formation energy per atom for mp-341 is -1.990905017999998.,-1.990905017999998
mp-32800,2.2962,The band gap of mp-32800 is 2.2962.,2.2962
mp-32800,-2.4930635934375,The formation energy per atom for mp-32800 is -2.4930635934375.,-2.4930635934375
mp-685014,2.0644,The band gap of mp-685014 is 2.0644.,2.0644
mp-685014,-1.068962764541666,The formation energy per atom for mp-685014 is -1.068962764541666.,-1.068962764541666
mp-559798,4.9116,The band gap of mp-559798 is 4.9116.,4.9116
mp-559798,-2.23065729,The formation energy per atom for mp-559798 is -2.23065729.,-2.23065729
mp-1080821,0.7896000000000001,The band gap of mp-1080821 is 0.7896 eV.,0.7896
mp-1080821,-3.19318655375,The formation energy per atom for mp-1080821 is -3.19318655375.,-3.19318655375
mp-540625,1.7063,The band gap of mp-540625 is 1.7063.,1.7063
mp-540625,-0.5793224153125001,The formation energy per atom for mp-540625 is -0.5793224153125001.,-0.5793224153125001
mp-1025442,1.3846999999999992,The band gap of mp-1025442 is 1.3847 eV.,1.3847
mp-1025442,-0.44096969,The formation energy per atom for mp-1025442 is -0.44096969.,-0.44096969
mp-556911,1.6921,The band gap of mp-556911 is 1.6921.,1.6921
mp-556911,-2.590574678333332,The formation energy per atom for mp-556911 is -2.590574678333332.,-2.590574678333332
mp-23263,2.9266,The band gap of mp-23263 is 2.9266.,2.9266
mp-23263,-2.423042803749999,The formation energy per atom for mp-23263 is -2.423042803749999.,-2.423042803749999
mp-16911,1.9539,The band gap of mp-16911 is 1.9539.,1.9539
mp-16911,-0.955290041071428,The formation energy per atom for mp-16911 is -0.955290041071428.,-0.955290041071428
mp-1705,0.5057,The band gap of mp-1705 is 0.5057.,0.5057
mp-1705,-1.74803409,The formation energy per atom for mp-1705 is -1.74803409.,-1.74803409
mp-561197,5.5366,The band gap of mp-561197 is 5.5366.,5.5366
mp-561197,-3.404466658305554,The formation energy per atom for mp-561197 is -3.404466658305554.,-3.404466658305554
mp-23183,4.299799999999999,The band gap of mp-23183 is 4.2998 eV.,4.2998
mp-23183,-2.585905556250001,The formation energy per atom for mp-23183 is -2.585905556250001.,-2.585905556250001
mp-23280,3.9873,The band gap of mp-23280 is 3.9873.,3.9873
mp-23280,-0.755685861249999,The formation energy per atom for mp-23280 is -0.755685861249999.,-0.755685861249999
mp-1524462,2.7061,The band gap of mp-1524462 is 2.7061.,2.7061
mp-1524462,0.0,The formation energy per atom for mp-1524462 is 0.0.,0.0
mp-706630,3.606099999999999,The band gap of mp-706630 is 3.606099999999999.,3.606
mp-706630,-0.095264628645833,The formation energy per atom for mp-706630 is -0.095264628645833.,-0.095264628645833
mp-541837,0.3769,The band gap of mp-541837 is 0.3769.,0.3769
mp-541837,-0.434076935437502,The formation energy per atom for mp-541837 is -0.434076935437502.,-0.434076935437502
mp-1819,2.028799999999999,The band gap of mp-1819 is 2.0288 eV.,2.0288
mp-1819,-1.839006646249989,The formation energy per atom for mp-1819 is -1.839006646249989.,-1.839006646249989
mp-7988,0.583199999999999,The band gap of mp-7988 is 0.5832 eV.,0.5832
mp-7988,-1.180246544770117,The formation energy per atom for mp-7988 is -1.180246544770117.,-1.180246544770117
mp-2049132,0.216299999999999,The band gap of mp-2049132 is 0.2163 eV.,0.2163
mp-2049132,-0.298604841000002,The formation energy per atom for mp-2049132 is -0.298604841000002.,-0.298604841000002
mp-7943,0.3285,The band gap of mp-7943 is 0.3285.,0.3285
mp-7943,-0.588209097083334,The formation energy per atom for mp-7943 is -0.588209097083334.,-0.588209097083334
mp-30792,0.1566,The band gap of mp-30792 is 0.1566.,0.1566
mp-30792,-0.269950954999998,The formation energy per atom for mp-30792 is -0.269950954999998.,-0.269950954999998
mp-352,4.0165,The band gap of mp-352 is 4.0165.,4.0165
mp-352,-4.019811040833332,The formation energy per atom for mp-352 is -4.019811040833332.,-4.019811040833332
mp-15954,0.2625,The band gap of mp-15954 is 0.2625.,0.2625
mp-15954,-0.5725928316666651,The formation energy per atom for mp-15954 is -0.5725928316666651.,-0.5725928316666651
mp-23165,0.8929,The band gap of mp-23165 is 0.8929.,0.8929
mp-23165,-0.6577550981249981,The formation energy per atom for mp-23165 is -0.6577550981249981.,-0.6577550981249981
mp-2251,0.984,The band gap of mp-2251 is 0.984.,0.984
mp-2251,-0.4825014221875,The formation energy per atom for mp-2251 is -0.4825014221875.,-0.4825014221875
mp-181,0.216299999999999,The band gap of mp-181 is 0.2163 eV.,0.2163
mp-181,-0.1726160249375,The formation energy per atom for mp-181 is -0.1726160249375.,-0.1726160249375
mp-2340,1.7361,The band gap of mp-2340 is 1.7361.,1.7361
mp-2340,-1.2980963948563211,The formation energy per atom for mp-2340 is -1.2980963948563211.,-1.2980963948563211
mp-1443,3.1684,The band gap of mp-1443 is 3.1684.,3.1684
mp-1443,-2.537928646818182,The formation energy per atom for mp-1443 is -2.537928646818182.,-2.537928646818182
mp-2697,2.8495,The band gap of mp-2697 is 2.8495.,2.8495
mp-2697,-2.204479133333331,The formation energy per atom for mp-2697 is -2.204479133333331.,-2.204479133333331
mp-680463,0.391399999999999,The band gap of mp-680463 is 0.3914 eV.,0.3914
mp-680463,-0.157726345384613,The formation energy per atom for mp-680463 is -0.157726345384613.,-0.157726345384613
mp-542810,1.9674,The band gap of mp-542810 is 1.9674.,1.9674
mp-542810,-0.159580558906249,The formation energy per atom for mp-542810 is -0.159580558906249.,-0.159580558906249
mp-971787,1.1332,The band gap of mp-971787 is 1.1332.,1.1332
mp-971787,-1.208906696666668,The formation energy per atom for mp-971787 is -1.208906696666668.,-1.208906696666668
mp-1105,2.2352,The band gap of mp-1105 is 2.2352.,2.2352
mp-1105,-2.170192663333334,The formation energy per atom for mp-1105 is -2.170192663333334.,-2.170192663333334
