mp_id,property,tool_source,tool_value,grounded_output
mp-1206891,formation_energy_per_atom,MP_API_Live,-0.5667571437499991,The formation energy per atom for mp-1206891 is approximately -0.57 eV.
mp-1095275,band_gap,MP_API_Live,0.48890000000000006,The band gap of mp-1095275 is approximately 0.49 eV.
mp-1095275,formation_energy_per_atom,MP_API_Live,-0.009709900654762,The formation energy per atom for mp-1095275 is approximately -0.0097 eV/atom.
mp-1201,band_gap,MP_API_Live,0.13140000000000002,The band gap of mp-1201 is approximately 0.1314 eV.
mp-1201,formation_energy_per_atom,MP_API_Live,-0.383199846000002,The formation energy per atom for mp-1201 is approximately -0.383 eV/atom.
mp-570437,band_gap,MP_API_Live,2.3382,The band gap of mp-570437 is 2.3382.
mp-570437,formation_energy_per_atom,MP_API_Live,-0.827083558444443,The formation energy per atom for mp-570437 is approximately -0.827 eV per atom.
mp-27358,band_gap,MP_API_Live,2.9034,The band gap of mp-27358 is 2.9034 eV.
mp-27358,formation_energy_per_atom,MP_API_Live,-1.022062649955356,The formation energy per atom for mp-27358 is approximately -1.022 eV/atom.
mp-754815,band_gap,MP_API_Live,3.976499999999999,The band gap of mp-754815 is approximately 3.98 eV.
mp-754815,formation_energy_per_atom,MP_API_Live,-2.30537281125,The formation energy per atom for mp-754815 is approximately -2.31 eV.
mp-568263,band_gap,MP_API_Live,1.2121,The band gap of mp-568263 is approximately 1.2121 eV.
mp-568263,formation_energy_per_atom,MP_API_Live,-0.69001870828125,The formation energy per atom for mp-568263 is approximately -0.69 eV.
mp-1025522,band_gap,MP_API_Live,0.6758999999999991,The band gap of mp-1025522 is approximately 0.676 eV.
mp-1025522,formation_energy_per_atom,MP_API_Live,-1.162119996249998,The formation energy per atom for mp-1025522 is approximately -1.16 eV.
mp-571011,band_gap,MP_API_Live,1.7836,The band gap of mp-571011 is 1.7836 eV.
mp-571011,formation_energy_per_atom,MP_API_Live,-0.9757700474310381,The formation energy per atom for mp-571011 is approximately -0.976 eV.
mp-28044,band_gap,MP_API_Live,4.918,The band gap of mp-28044 is 4.918.
mp-28044,formation_energy_per_atom,MP_API_Live,-2.512653630624999,The formation energy per atom for mp-28044 is approximately -2.51 eV.
mp-1217322,band_gap,MP_API_Live,0.7062,The band gap of mp-1217322 is approximately 0.7062 eV.
mp-1217322,formation_energy_per_atom,MP_API_Live,-0.010930726197914001,The formation energy per atom for mp-1217322 is approximately -0.0109 eV/atom.
mp-541155,band_gap,MP_API_Live,0.9239,The band gap of mp-541155 is 0.9239 eV.
mp-541155,formation_energy_per_atom,MP_API_Live,-0.9510626574999991,The formation energy per atom for mp-541155 is approximately -0.95 eV.
mp-19,band_gap,MP_API_Live,0.18560000000000001,The band gap of mp-19 is approximately 0.186 eV.
mp-19,formation_energy_per_atom,MP_API_Live,0.0,The formation energy per atom for mp-19 is 0.0.
mp-22885,band_gap,MP_API_Live,2.686199999999999,The band gap of mp-22885 is approximately 2.69 eV.
mp-22885,formation_energy_per_atom,MP_API_Live,-0.7818107566666681,The formation energy per atom for mp-22885 is approximately -0.782 eV/atom.
mp-20652,band_gap,MP_API_Live,1.9078,The band gap of mp-20652 is 1.9078.
mp-20652,formation_energy_per_atom,MP_API_Live,-2.26442824375,The formation energy per atom for mp-20652 is approximately -2.26 eV.
mp-27857,band_gap,MP_API_Live,0.9792000000000001,The band gap of mp-27857 is approximately 0.98 eV.
mp-27857,formation_energy_per_atom,MP_API_Live,-0.694771309999999,The formation energy per atom for mp-27857 is approximately -0.695 eV/atom.
mp-985829,band_gap,MP_API_Live,1.2237,The band gap of mp-985829 is 1.2237 eV.
mp-985829,formation_energy_per_atom,MP_API_Live,-1.806995168541668,The formation energy per atom for mp-985829 is approximately -1.81 eV.
mp-30034,band_gap,MP_API_Live,4.4707,The band gap of mp-30034 is approximately 4.47 eV.
mp-30034,formation_energy_per_atom,MP_API_Live,-1.853706801666665,The formation energy per atom for mp-30034 is approximately -1.85 eV.
mp-22881,band_gap,MP_API_Live,3.5244,The band gap of mp-22881 is 3.5244.
mp-22881,formation_energy_per_atom,MP_API_Live,-1.2745155149999992,The formation energy per atom for mp-22881 is approximately -1.27 eV.
mp-32755,band_gap,MP_API_Live,1.0395,The band gap of mp-32755 is 1.0395 eV.
mp-32755,formation_energy_per_atom,MP_API_Live,-1.857414943749999,The formation energy per atom for mp-32755 is approximately -1.86 eV.
mp-2715,band_gap,MP_API_Live,0.172299999999999,The band gap of mp-2715 is approximately 0.172 eV.
mp-2715,formation_energy_per_atom,MP_API_Live,-0.290117705833334,The formation energy per atom for mp-2715 is approximately -0.29 eV.
mp-504759,band_gap,MP_API_Live,0.9911000000000001,The band gap of mp-504759 is approximately 0.99 eV.
mp-504759,formation_energy_per_atom,MP_API_Live,-2.631161137083333,The formation energy per atom for mp-504759 is approximately -2.63 eV.
mp-1525121,band_gap,MP_API_Live,1.687399999999999,The band gap of mp-1525121 is approximately 1.69 eV.
mp-1525121,formation_energy_per_atom,MP_API_Live,0.0,The formation energy per atom for mp-1525121 is 0.0 eV.
mp-865194,band_gap,MP_API_Live,5.3798,The band gap of mp-865194 is 5.3798 eV.
mp-865194,formation_energy_per_atom,MP_API_Live,-4.181989037499999,The formation energy per atom for mp-865194 is approximately -4.18 eV.
mp-541610,band_gap,MP_API_Live,2.597,The band gap of mp-541610 is 2.597.
mp-541610,formation_energy_per_atom,MP_API_Live,-0.927984858749999,The formation energy per atom for mp-541610 is approximately -0.928 eV/atom.
mp-28933,band_gap,MP_API_Live,1.7587000000000002,The band gap of mp-28933 is approximately 1.76 eV.
mp-28933,formation_energy_per_atom,MP_API_Live,-0.198695136500001,The formation energy per atom for mp-28933 is approximately -0.2 eV.
mp-23205,band_gap,MP_API_Live,3.6162,The band gap of mp-23205 is 3.6162.
mp-23205,formation_energy_per_atom,MP_API_Live,-1.3037782916666671,The formation energy per atom for mp-23205 is approximately -1.30 eV.
mp-985831,band_gap,MP_API_Live,0.5342,The band gap of mp-985831 is approximately 0.5342 eV.
mp-985831,formation_energy_per_atom,MP_API_Live,-1.564946299374999,The formation energy per atom for mp-985831 is approximately -1.56 eV.
mp-540829,band_gap,MP_API_Live,0.710199999999999,The band gap of mp-540829 is approximately 0.7102 eV.
mp-540829,formation_energy_per_atom,MP_API_Live,-1.872036438333334,The formation energy per atom for mp-540829 is approximately -1.87 eV.
mp-1525632,band_gap,MP_API_Live,2.8979,The band gap of mp-1525632 is 2.8979 eV.
mp-1525632,formation_energy_per_atom,MP_API_Live,0.0,The formation energy per atom for mp-1525632 is 0.0.
mp-573815,band_gap,MP_API_Live,0.9469999999999991,The band gap of mp-573815 is approximately 0.947 eV.
mp-573815,formation_energy_per_atom,MP_API_Live,-0.348767611458335,The formation energy per atom for mp-573815 is approximately -0.3488 eV/atom.
mp-607450,band_gap,MP_API_Live,0.229,The band gap of mp-607450 is 0.229.
mp-607450,formation_energy_per_atom,MP_API_Live,-0.23597294750000203,The formation energy per atom for mp-607450 is approximately -0.236 eV/atom.
mp-23162,band_gap,MP_API_Live,1.0479,The band gap of mp-23162 is approximately 1.0479 eV.
mp-23162,formation_energy_per_atom,MP_API_Live,-1.87860569,The formation energy per atom for mp-23162 is approximately -1.88 eV.
mp-2402,band_gap,MP_API_Live,1.1286,The band gap of mp-2402 is 1.1286.
mp-2402,formation_energy_per_atom,MP_API_Live,-0.069361268125,The formation energy per atom for mp-2402 is approximately -0.0694 eV/atom.
mp-9922,band_gap,MP_API_Live,1.1326,The band gap of mp-9922 is 1.1326 eV.
mp-9922,formation_energy_per_atom,MP_API_Live,-1.373804485859373,The formation energy per atom for mp-9922 is approximately -1.37 eV.
mp-1545216,band_gap,MP_API_Live,0.48360000000000003,The band gap of mp-1545216 is approximately 0.4836 eV.
mp-1545216,formation_energy_per_atom,MP_API_Live,-0.9077286621264361,The formation energy per atom for mp-1545216 is approximately -0.908 eV per atom.
mp-1968,band_gap,MP_API_Live,3.824799999999999,The band gap of mp-1968 is approximately 3.82 eV.
mp-1968,formation_energy_per_atom,MP_API_Live,-3.8759289195,The formation energy per atom for mp-1968 is approximately -3.88 eV.
mp-29711,band_gap,MP_API_Live,0.638899999999999,The band gap of mp-29711 is approximately 0.64 eV.
mp-29711,formation_energy_per_atom,MP_API_Live,-0.44422730733333504,The formation energy per atom for mp-29711 is approximately -0.44 eV.
mp-2133,band_gap,MP_API_Live,0.7227,The band gap of mp-2133 is approximately 0.7227 eV.
mp-2133,formation_energy_per_atom,MP_API_Live,-1.7908991124999991,The formation energy per atom for mp-2133 is approximately -1.79 eV.
mp-1185959,band_gap,MP_API_Live,1.133699999999999,The band gap of mp-1185959 is approximately 1.13 eV.
mp-1185959,formation_energy_per_atom,MP_API_Live,-1.154441889999999,The formation energy per atom for mp-1185959 is approximately -1.15 eV.
mp-985278,band_gap,MP_API_Live,6.0693,The band gap of mp-985278 is approximately 6.0693.
mp-985278,formation_energy_per_atom,MP_API_Live,-4.467987469375,The formation energy per atom for mp-985278 is approximately -4.47 eV.
mp-23710,band_gap,MP_API_Live,3.709699999999999,The band gap of mp-23710 is approximately 3.71 eV.
mp-23710,formation_energy_per_atom,MP_API_Live,-0.2827190725,The formation energy per atom for mp-23710 is approximately -0.283 eV/atom.
mp-341,band_gap,MP_API_Live,1.9022000000000001,The band gap of mp-341 is approximately 1.90 eV.
mp-341,formation_energy_per_atom,MP_API_Live,-1.990905017999998,The formation energy per atom for mp-341 is approximately -1.99 eV.
mp-32800,band_gap,MP_API_Live,2.2962,The band gap of mp-32800 is 2.2962.
mp-32800,formation_energy_per_atom,MP_API_Live,-2.4930635934375,The formation energy per atom for mp-32800 is approximately -2.49 eV.
mp-685014,band_gap,MP_API_Live,2.0644,The band gap of mp-685014 is 2.0644.
mp-685014,formation_energy_per_atom,MP_API_Live,-1.068962764541666,The formation energy per atom for mp-685014 is approximately -1.07 eV.
mp-559798,band_gap,MP_API_Live,4.9116,The band gap of mp-559798 is approximately 4.91 eV.
mp-559798,formation_energy_per_atom,MP_API_Live,-2.23065729,The formation energy per atom for mp-559798 is approximately -2.23 eV.
mp-1080821,band_gap,MP_API_Live,0.7896000000000001,The band gap of mp-1080821 is approximately 0.79 eV.
mp-1080821,formation_energy_per_atom,MP_API_Live,-3.19318655375,The formation energy per atom for mp-1080821 is approximately -3.19 eV.
mp-540625,band_gap,MP_API_Live,1.7063000000000001,The band gap of mp-540625 is approximately 1.71 eV.
mp-540625,formation_energy_per_atom,MP_API_Live,-0.5793224153125001,The formation energy per atom for mp-540625 is approximately -0.58 eV.
mp-1025442,band_gap,MP_API_Live,1.3846999999999992,The band gap of mp-1025442 is approximately 1.38 eV.
mp-1025442,formation_energy_per_atom,MP_API_Live,-0.44096969,The formation energy per atom for mp-1025442 is approximately -0.441 eV.
mp-556911,band_gap,MP_API_Live,1.6921,The band gap of mp-556911 is 1.6921.
mp-556911,formation_energy_per_atom,MP_API_Live,-2.590574678333332,The formation energy per atom for mp-556911 is approximately -2.59 eV.
mp-23263,band_gap,MP_API_Live,2.9266,The band gap of mp-23263 is 2.9266 eV.
mp-23263,formation_energy_per_atom,MP_API_Live,-2.423042803749999,The formation energy per atom for mp-23263 is approximately -2.42 eV.
mp-16911,band_gap,MP_API_Live,1.9539,The band gap of mp-16911 is approximately 1.9539 eV.
mp-16911,formation_energy_per_atom,MP_API_Live,-0.9552900410714281,The formation energy per atom for mp-16911 is approximately -0.955 eV/atom.
mp-1705,band_gap,MP_API_Live,0.5057,The band gap of mp-1705 is 0.5057.
mp-1705,formation_energy_per_atom,MP_API_Live,-1.74803409,The formation energy per atom for mp-1705 is approximately -1.748 eV/atom.
mp-561197,band_gap,MP_API_Live,5.5366,The band gap of mp-561197 is 5.5366 eV.
mp-561197,formation_energy_per_atom,MP_API_Live,-3.404466658305554,The formation energy per atom for mp-561197 is approximately -3.40 eV.
mp-23183,band_gap,MP_API_Live,4.299799999999999,The band gap of mp-23183 is approximately 4.30 eV.
mp-23183,formation_energy_per_atom,MP_API_Live,-2.585905556250001,The formation energy per atom for mp-23183 is approximately -2.59 eV.
mp-23280,band_gap,MP_API_Live,3.9873000000000003,The band gap of mp-23280 is approximately 3.99 eV.
mp-23280,formation_energy_per_atom,MP_API_Live,-0.755685861249999,The formation energy per atom for mp-23280 is approximately -0.7557 eV/atom.
mp-1524462,band_gap,MP_API_Live,2.7061,The band gap of mp-1524462 is 2.7061 eV.
mp-1524462,formation_energy_per_atom,MP_API_Live,0.0,The formation energy per atom for mp-1524462 is 0.0.
mp-706630,band_gap,MP_API_Live,3.606099999999999,The band gap of mp-706630 is approximately 3.61 eV.
mp-706630,formation_energy_per_atom,MP_API_Live,-0.095264628645833,The formation energy per atom for mp-706630 is approximately -0.095 eV/atom.
mp-541837,band_gap,MP_API_Live,0.3769,The band gap of mp-541837 is approximately 0.3769 eV.
mp-541837,formation_energy_per_atom,MP_API_Live,-0.43407693543750203,The formation energy per atom for mp-541837 is approximately -0.434 eV/atom.
mp-1819,band_gap,MP_API_Live,2.028799999999999,The band gap of mp-1819 is approximately 2.03 eV.
mp-1819,formation_energy_per_atom,MP_API_Live,-1.839006646249989,The formation energy per atom for mp-1819 is approximately -1.84 eV.
mp-7988,band_gap,MP_API_Live,0.583199999999999,The band gap of mp-7988 is approximately 0.583 eV.
mp-7988,formation_energy_per_atom,MP_API_Live,-1.180246544770117,The formation energy per atom for mp-7988 is approximately -1.18 eV.
mp-2049132,band_gap,MP_API_Live,0.21629999999999902,The band gap of mp-2049132 is approximately 0.216 eV.
mp-2049132,formation_energy_per_atom,MP_API_Live,-0.298604841000002,The formation energy per atom for mp-2049132 is approximately -0.2986 eV/atom.
mp-7943,band_gap,MP_API_Live,0.3285,The band gap of mp-7943 is approximately 0.3285 eV.
mp-7943,formation_energy_per_atom,MP_API_Live,-0.588209097083334,The formation energy per atom for mp-7943 is approximately -0.588 eV/atom.
mp-30792,band_gap,MP_API_Live,0.15660000000000002,The band gap of mp-30792 is approximately 0.157 eV.
mp-30792,formation_energy_per_atom,MP_API_Live,-0.269950954999998,The formation energy per atom for mp-30792 is approximately -0.27 eV.
mp-352,band_gap,MP_API_Live,4.0165,The band gap of mp-352 is 4.0165.
mp-352,formation_energy_per_atom,MP_API_Live,-4.019811040833332,The formation energy per atom for mp-352 is approximately -4.02 eV.
mp-15954,band_gap,MP_API_Live,0.2625,The band gap of mp-15954 is 0.2625 eV.
mp-15954,formation_energy_per_atom,MP_API_Live,-0.5725928316666651,The formation energy per atom for mp-15954 is approximately -0.573 eV.
mp-23165,band_gap,MP_API_Live,0.8929,The band gap of mp-23165 is approximately 0.8929 eV.
mp-23165,formation_energy_per_atom,MP_API_Live,-0.6577550981249981,The formation energy per atom for mp-23165 is approximately -0.658 eV.
mp-2251,band_gap,MP_API_Live,0.9840000000000001,The band gap of mp-2251 is approximately 0.98 eV.
mp-2251,formation_energy_per_atom,MP_API_Live,-0.48250142218750003,The formation energy per atom for mp-2251 is approximately -0.483 eV.
mp-181,band_gap,MP_API_Live,0.21629999999999902,The band gap of mp-181 is approximately 0.216 eV.
mp-181,formation_energy_per_atom,MP_API_Live,-0.1726160249375,The formation energy per atom for mp-181 is approximately -0.173 eV.
mp-2340,band_gap,MP_API_Live,1.7361,The band gap of mp-2340 is 1.7361.
mp-2340,formation_energy_per_atom,MP_API_Live,-1.2980963948563211,The formation energy per atom for mp-2340 is approximately -1.298 eV/atom.
mp-1443,band_gap,MP_API_Live,3.1684,The band gap of mp-1443 is 3.1684.
mp-1443,formation_energy_per_atom,MP_API_Live,-2.537928646818182,The formation energy per atom for mp-1443 is approximately -2.54 eV.
mp-2697,band_gap,MP_API_Live,2.8495,The band gap of mp-2697 is 2.8495.
mp-2697,formation_energy_per_atom,MP_API_Live,-2.204479133333331,The formation energy per atom for mp-2697 is approximately -2.20 eV.
mp-680463,band_gap,MP_API_Live,0.391399999999999,The band gap of mp-680463 is approximately 0.3914 eV.
mp-680463,formation_energy_per_atom,MP_API_Live,-0.15772634538461303,The formation energy per atom for mp-680463 is approximately -0.158 eV/atom.
mp-542810,band_gap,MP_API_Live,1.9674,The band gap of mp-542810 is approximately 1.97 eV.
mp-542810,formation_energy_per_atom,MP_API_Live,-0.159580558906249,The formation energy per atom for mp-542810 is approximately -0.16 eV.
mp-971787,band_gap,MP_API_Live,1.1332,The band gap of mp-971787 is 1.1332 eV.
mp-971787,formation_energy_per_atom,MP_API_Live,-1.208906696666668,The formation energy per atom for mp-971787 is approximately -1.21 eV.
mp-1105,band_gap,MP_API_Live,2.2352,The band gap of mp-1105 is 2.2352.
mp-1105,formation_energy_per_atom,MP_API_Live,-2.170192663333334,The formation energy per atom for mp-1105 is approximately -2.17 eV.
